"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.080930666E2,-2.200455817E1,-4.789759137E1,8.268997152E2,1.370000005E0,3.517000122E2,3.790092468E0,2.500000000E0
2.090936430E2,-2.200454544E1,-4.789759620E1,8.268355203E2,1.389999986E0,3.440000000E2,3.790092468E0,2.500000000E0
2.100935260E2,-2.200453364E1,-4.789760114E1,8.267566766E2,1.299999952E0,3.411000061E2,3.790092468E0,2.500000000E0
2.110937251E2,-2.200452142E1,-4.789760589E1,8.265607675E2,1.389999986E0,3.405000000E2,3.790092468E0,2.500000000E0
2.120939543E2,-2.200450888E1,-4.789761143E1,8.263912267E2,1.480000019E0,3.411000061E2,3.790092468E0,2.500000000E0
2.130936476E2,-2.200449677E1,-4.789761403E1,8.258563257E2,1.360000014E0,3.462999878E2,3.790092468E0,2.500000000E0
2.140936998E2,-2.200448390E1,-4.789761698E1,8.258197166E2,1.370000005E0,3.462999878E2,3.790092468E0,2.500000000E0
2.150939723E2,-2.200447246E1,-4.789762180E1,8.259584018E2,1.320000052E0,3.340000000E2,3.790092468E0,2.500000000E0
2.160940116E2,-2.200446035E1,-4.789762604E1,8.260536297E2,1.350000024E0,3.401000061E2,3.790092468E0,2.500000000E0
2.170935602E2,-2.200444753E1,-4.789763222E1,8.260690264E2,1.500000000E0,3.332999878E2,3.790092468E0,2.500000000E0
2.180937893E2,-2.200443593E1,-4.789763910E1,8.257252922E2,1.440000057E0,3.328999939E2,3.790092468E0,2.500000000E0
2.190939419E2,-2.200442497E1,-4.789764613E1,8.256005520E2,1.389999986E0,3.332000122E2,3.790092468E0,2.500000000E0
2.200931477E2,-2.200441394E1,-4.789765247E1,8.256784477E2,1.429999948E0,3.371000061E2,3.790092468E0,2.500000000E0
2.210936394E2,-2.200440182E1,-4.789765881E1,8.257736781E2,1.409999967E0,3.308999939E2,3.790092468E0,2.500000000E0
2.220934138E2,-2.200439030E1,-4.789766554E1,8.256679808E2,1.419999957E0,3.323999939E2,3.790092468E0,2.500000000E0
2.230935235E2,-2.200437786E1,-4.789767156E1,8.252986114E2,1.429999948E0,3.350000000E2,3.790092468E0,2.500000000E0
2.240933790E2,-2.200436491E1,-4.789767668E1,8.253498956E2,1.409999967E0,3.387000122E2,3.790092468E0,2.500000000E0
2.250935418E2,-2.200435209E1,-4.789768156E1,8.255398513E2,1.429999948E0,3.397000122E2,3.790092468E0,2.500000000E0
2.260932016E2,-2.200433946E1,-4.789768554E1,8.250360802E2,1.379999995E0,3.437999878E2,3.790092468E0,2.500000000E0
2.270933037E2,-2.200432771E1,-4.789768938E1,8.246588953E2,1.399999976E0,3.406000061E2,3.790092468E0,2.500000000E0
2.280939688E2,-2.200431521E1,-4.789769340E1,8.245678439E2,1.490000010E0,3.402000122E2,3.790092468E0,2.500000000E0
2.290936173E2,-2.200430194E1,-4.789769624E1,8.245820162E2,1.470000029E0,3.482999878E2,3.790092468E0,2.500000000E0
2.300935612E2,-2.200428857E1,-4.789769522E1,8.245170824E2,1.480000019E0,1.799999952E0,3.790092468E0,2.500000000E0
2.310936712E2,-2.200427561E1,-4.789769008E1,8.242983349E2,1.500000000E0,1.480000019E1,3.790092468E0,2.500000000E0
2.320935208E2,-2.200426317E1,-4.789768407E1,8.241324424E2,1.509999990E0,1.550000000E1,3.790092468E0,2.500000000E0
2.330930652E2,-2.200425159E1,-4.789767910E1,8.241798075E2,1.409999967E0,1.230000019E1,3.790092468E0,2.500000000E0
2.340934898E2,-2.200423942E1,-4.789767671E1,8.241781037E2,1.419999957E0,9.199999809E0,3.790092468E0,2.500000000E0
2.350938057E2,-2.200422693E1,-4.789767536E1,8.238848975E2,1.470000029E0,3.099999905E0,3.790092468E0,2.500000000E0
2.360931146E2,-2.200421519E1,-4.789767428E1,8.237379313E2,1.370000005E0,2.799999952E0,3.790092468E0,2.500000000E0
2.370930418E2,-2.200420331E1,-4.789767314E1,8.236688460E2,1.379999995E0,8.000000119E-1,3.790092468E0,2.500000000E0
2.380937035E2,-2.200419040E1,-4.789766988E1,8.235630157E2,1.419999957E0,9.399999619E0,3.790092468E0,2.500000000E0
2.390933312E2,-2.200417766E1,-4.789766829E1,8.234706150E2,1.429999948E0,8.000000000E0,3.790092468E0,2.500000000E0
2.400932980E2,-2.200416510E1,-4.789766751E1,8.233839525E2,1.379999995E0,7.300000191E0,3.790092468E0,2.500000000E0
2.410938250E2,-2.200415197E1,-4.789766479E1,8.232572489E2,1.389999986E0,8.699999809E0,3.790092468E0,2.500000000E0
2.420936941E2,-2.200413884E1,-4.789766032E1,8.232460218E2,1.399999976E0,1.400000000E1,3.790092468E0,2.500000000E0
2.430939251E2,-2.200412655E1,-4.789765458E1,8.231984157E2,1.409999967E0,1.800000000E1,3.790092468E0,2.500000000E0
2.440934838E2,-2.200411504E1,-4.789764812E1,8.230531520E2,1.450000048E0,2.210000038E1,3.790092468E0,2.500000000E0
2.450936563E2,-2.200410476E1,-4.789764083E1,8.226859626E2,1.399999976E0,2.629999924E1,3.790092468E0,2.500000000E0
2.460930593E2,-2.200409576E1,-4.789763201E1,8.224654991E2,1.370000005E0,3.490000153E1,3.790092468E0,2.500000000E0
2.470931730E2,-2.200408515E1,-4.789762472E1,8.223539252E2,1.460000038E0,2.670000076E1,3.790092468E0,2.500000000E0
2.480939372E2,-2.200407413E1,-4.789761823E1,8.222458926E2,1.440000057E0,2.200000000E1,3.790092468E0,2.500000000E0
2.490934140E2,-2.200406319E1,-4.789761262E1,8.218796822E2,1.350000024E0,2.129999924E1,3.790092468E0,2.500000000E0
2.500935730E2,-2.200405147E1,-4.789760703E1,8.219110554E2,1.399999976E0,1.910000038E1,3.790092468E0,2.500000000E0
2.510934172E2,-2.200403980E1,-4.789760213E1,8.219127662E2,1.370000005E0,1.729999924E1,3.790092468E0,2.500000000E0
2.520935219E2,-2.200402680E1,-4.789759842E1,8.217648212E2,1.450000048E0,1.219999981E1,3.790092468E0,2.500000000E0
2.530931938E2,-2.200401313E1,-4.789759619E1,8.214774741E2,1.500000000E0,6.199999809E0,3.790092468E0,2.500000000E0
2.540931883E2,-2.200399876E1,-4.789759558E1,8.215391284E2,1.529999971E0,8.000000119E-1,3.790092468E0,2.500000000E0
2.550931934E2,-2.200398556E1,-4.789759444E1,8.214762696E2,1.419999957E0,3.700000048E0,3.790092468E0,2.500000000E0
2.560930540E2,-2.200397316E1,-4.789759489E1,8.214901943E2,1.330000043E0,3.588999939E2,3.790092468E0,2.500000000E0
2.570935830E2,-2.200395985E1,-4.789759554E1,8.217520447E2,1.320000052E0,2.200000048E0,3.790092468E0,2.500000000E0
2.580937307E2,-2.200394681E1,-4.789759294E1,8.217275141E2,1.379999995E0,1.480000019E1,3.790092468E0,2.500000000E0
2.590937421E2,-2.200393457E1,-4.789759103E1,8.216874809E2,1.360000014E0,9.100000381E0,3.790092468E0,2.500000000E0
2.600932413E2,-2.200392349E1,-4.789758780E1,8.214885098E2,1.279999971E0,1.160000038E1,3.790092468E0,2.500000000E0
2.610939877E2,-2.200391229E1,-4.789758409E1,8.214470089E2,1.360000014E0,1.469999981E1,3.790092468E0,2.500000000E0
2.620931507E2,-2.200390014E1,-4.789758296E1,8.213486269E2,1.419999957E0,6.300000191E0,3.790092468E0,2.500000000E0
2.630932138E2,-2.200388705E1,-4.789758081E1,8.211799318E2,1.529999971E0,9.500000000E0,3.790092468E0,2.500000000E0
2.640939132E2,-2.200387449E1,-4.789758081E1,8.210487145E2,1.399999976E0,6.999999881E-1,3.790092468E0,2.500000000E0
2.650931101E2,-2.200386284E1,-4.789758218E1,8.209607112E2,1.309999943E0,3.572999878E2,3.790092468E0,2.500000000E0
2.660932110E2,-2.200385058E1,-4.789758454E1,8.207556440E2,1.350000024E0,3.562999878E2,3.790092468E0,2.500000000E0
2.670932788E2,-2.200383739E1,-4.789758757E1,8.205550948E2,1.440000057E0,3.502000122E2,3.790092468E0,2.500000000E0
2.680934675E2,-2.200382459E1,-4.789759090E1,8.202603074E2,1.350000024E0,3.466000061E2,3.790092468E0,2.500000000E0
2.690935583E2,-2.200381208E1,-4.789759297E1,8.199667390E2,1.309999943E0,3.528999939E2,3.790092468E0,2.500000000E0
2.700937256E2,-2.200380008E1,-4.789759542E1,8.195619647E2,1.279999971E0,3.488999939E2,3.790092468E0,2.500000000E0
2.710933793E2,-2.200378699E1,-4.789759994E1,8.195618567E2,1.360000014E0,3.468999939E2,3.790092468E0,2.500000000E0
2.720937602E2,-2.200377415E1,-4.789760260E1,8.192413117E2,1.350000024E0,3.545000000E2,3.790092468E0,2.500000000E0
2.730936558E2,-2.200376170E1,-4.789760405E1,8.188226205E2,1.379999995E0,3.533999939E2,3.790092468E0,2.500000000E0
2.740938008E2,-2.200374896E1,-4.789760641E1,8.186295165E2,1.419999957E0,3.492000122E2,3.790092468E0,2.500000000E0
2.750939749E2,-2.200373610E1,-4.789761062E1,8.182542859E2,1.460000038E0,3.492999878E2,3.790092468E0,2.500000000E0
2.760930419E2,-2.200372358E1,-4.789761387E1,8.181056164E2,1.370000005E0,3.513999939E2,3.790092468E0,2.500000000E0
2.770931569E2,-2.200371106E1,-4.789761788E1,8.179894185E2,1.340000033E0,3.466000061E2,3.790092468E0,2.500000000E0
2.780933416E2,-2.200369928E1,-4.789762078E1,8.179142344E2,1.299999952E0,3.517999878E2,3.790092468E0,2.500000000E0
2.790931277E2,-2.200368720E1,-4.789762235E1,8.178095080E2,1.330000043E0,3.523999939E2,3.790092468E0,2.500000000E0
2.800939742E2,-2.200367490E1,-4.789762661E1,8.177420163E2,1.399999976E0,3.478999939E2,3.790092468E0,2.500000000E0
2.810936984E2,-2.200366264E1,-4.789763051E1,8.174218386E2,1.379999995E0,3.457000122E2,3.790092468E0,2.500000000E0
2.820939109E2,-2.200365064E1,-4.789763522E1,8.172148209E2,1.370000005E0,3.425000000E2,3.790092468E0,2.500000000E0
2.830931149E2,-2.200363851E1,-4.789763781E1,8.170458867E2,1.370000005E0,3.496000061E2,3.790092468E0,2.500000000E0
2.840939168E2,-2.200362561E1,-4.789763874E1,8.167307108E2,1.399999976E0,3.538999939E2,3.790092468E0,2.500000000E0
2.850935305E2,-2.200361219E1,-4.789764150E1,8.165471292E2,1.470000029E0,3.481000061E2,3.790092468E0,2.500000000E0
2.860933514E2,-2.200359994E1,-4.789764355E1,8.163271690E2,1.379999995E0,3.527999878E2,3.790092468E0,2.500000000E0
2.870936030E2,-2.200358725E1,-4.789764719E1,8.162046231E2,1.320000052E0,3.495000000E2,3.790092468E0,2.500000000E0
2.880933863E2,-2.200357492E1,-4.789764945E1,8.160973342E2,1.340000033E0,3.492999878E2,3.790092468E0,2.500000000E0
2.890939099E2,-2.200356228E1,-4.789765054E1,8.160300831E2,1.360000014E0,3.512000122E2,3.790092468E0,2.500000000E0
2.900935635E2,-2.200354973E1,-4.789765232E1,8.158909334E2,1.429999948E0,3.493999939E2,3.790092468E0,2.500000000E0
2.910933810E2,-2.200353762E1,-4.789765418E1,8.155977307E2,1.399999976E0,3.506000061E2,3.790092468E0,2.500000000E0
2.920931091E2,-2.200352572E1,-4.789765682E1,8.156634155E2,1.350000024E0,3.507000122E2,3.790092468E0,2.500000000E0
2.930933611E2,-2.200351390E1,-4.789765827E1,8.156006809E2,1.379999995E0,3.521000061E2,3.790092468E0,2.500000000E0
2.940933793E2,-2.200350193E1,-4.789766026E1,8.153494705E2,1.429999948E0,3.500000000E2,3.790092468E0,2.500000000E0
2.950936929E2,-2.200349001E1,-4.789766252E1,8.150289245E2,1.360000014E0,3.502999878E2,3.790092468E0,2.500000000E0
2.960926180E2,-2.200347831E1,-4.789766447E1,8.148552285E2,1.379999995E0,3.477000122E2,3.790092468E0,2.500000000E0
2.970923661E2,-2.200346627E1,-4.789766750E1,8.148962557E2,1.360000014E0,3.453999939E2,3.790092468E0,2.500000000E0
2.980926291E2,-2.200345405E1,-4.789767129E1,8.148772253E2,1.389999986E0,3.392000122E2,3.790092468E0,2.500000000E0
2.990924227E2,-2.200344286E1,-4.789767632E1,8.147010912E2,1.299999952E0,3.365000000E2,3.790092468E0,2.500000000E0
3.000927155E2,-2.200343170E1,-4.789768273E1,8.148356277E2,1.360000014E0,3.327999878E2,3.790092468E0,2.500000000E0
3.010929195E2,-2.200341999E1,-4.789768844E1,8.147603248E2,1.330000043E0,3.386000061E2,3.790092468E0,2.500000000E0
3.020926528E2,-2.200340865E1,-4.789769380E1,8.146066522E2,1.389999986E0,3.390000000E2,3.790092468E0,2.500000000E0
3.030926483E2,-2.200339653E1,-4.789769853E1,8.143066170E2,1.470000029E0,3.417999878E2,3.790092468E0,2.500000000E0
3.040925494E2,-2.200338337E1,-4.789769838E1,8.143110201E2,1.409999967E0,6.000000238E-1,3.790092468E0,2.500000000E0
3.050922264E2,-2.200337210E1,-4.789769454E1,8.144699585E2,1.309999943E0,1.250000000E1,3.790092468E0,2.500000000E0
3.060927099E2,-2.200336083E1,-4.789768770E1,8.145102410E2,1.360000014E0,2.000000000E1,3.790092468E0,2.500000000E0
3.070924414E2,-2.200334997E1,-4.789767986E1,8.145348971E2,1.379999995E0,2.610000038E1,3.790092468E0,2.500000000E0
3.080923121E2,-2.200333986E1,-4.789767073E1,8.143654593E2,1.330000043E0,3.010000038E1,3.790092468E0,2.500000000E0
3.090921625E2,-2.200333006E1,-4.789766311E1,8.144711697E2,1.289999962E0,2.420000076E1,3.790092468E0,2.500000000E0
3.100929193E2,-2.200331798E1,-4.789765624E1,8.144684839E2,1.399999976E0,2.670000076E1,3.790092468E0,2.500000000E0
3.110925368E2,-2.200330509E1,-4.789764971E1,8.142908724E2,1.429999948E0,2.800000000E1,3.790092468E0,2.500000000E0
3.120923122E2,-2.200329236E1,-4.789764502E1,8.142807434E2,1.409999967E0,1.720000076E1,3.790092468E0,2.500000000E0
3.130921218E2,-2.200328018E1,-4.789764103E1,8.142346042E2,1.360000014E0,1.650000000E1,3.790092468E0,2.500000000E0
3.140922273E2,-2.200326811E1,-4.789763625E1,8.141408565E2,1.429999948E0,1.839999962E1,3.790092468E0,2.500000000E0
3.150920355E2,-2.200325565E1,-4.789763155E1,8.140661521E2,1.399999976E0,1.569999981E1,3.790092468E0,2.500000000E0
3.160921874E2,-2.200324376E1,-4.789762765E1,8.140317315E2,1.470000029E0,1.150000000E1,3.790092468E0,2.500000000E0
3.170924353E2,-2.200323293E1,-4.789762385E1,8.139925496E2,1.340000033E0,1.460000038E1,3.790092468E0,2.500000000E0
3.180922061E2,-2.200322113E1,-4.789762090E1,8.139019777E2,1.279999971E0,9.500000000E0,3.790092468E0,2.500000000E0
3.190923361E2,-2.200320865E1,-4.789761780E1,8.139460497E2,1.279999971E0,1.060000038E1,3.790092468E0,2.500000000E0
3.200922874E2,-2.200319629E1,-4.789761707E1,8.139206663E2,1.289999962E0,4.099999905E0,3.790092468E0,2.500000000E0
3.210927450E2,-2.200318453E1,-4.789761814E1,8.137206021E2,1.269999981E0,3.541000061E2,3.790092468E0,2.500000000E0
3.220920268E2,-2.200317340E1,-4.789762206E1,8.137270839E2,1.279999971E0,3.403999939E2,3.790092468E0,2.500000000E0
3.230926576E2,-2.200316273E1,-4.789762856E1,8.138452627E2,1.289999962E0,3.356000061E2,3.790092468E0,2.500000000E0
3.240929128E2,-2.200315732E1,-4.789763834E1,8.136516744E2,1.149999976E0,3.082999878E2,3.790092468E0,2.500000000E0
3.250927886E2,-2.200315263E1,-4.789764900E1,8.135705135E2,1.220000029E0,3.020000000E2,3.790092468E0,2.500000000E0
3.260926537E2,-2.200314747E1,-4.789766045E1,8.135614973E2,1.289999962E0,3.026000061E2,3.790092468E0,2.500000000E0
3.270920511E2,-2.200314174E1,-4.789767310E1,8.136055835E2,1.379999995E0,3.007999878E2,3.790092468E0,2.500000000E0
3.280929984E2,-2.200313624E1,-4.789768511E1,8.134375106E2,1.309999943E0,2.975000000E2,3.790092468E0,2.500000000E0
3.290927178E2,-2.200313125E1,-4.789769781E1,8.134464401E2,1.200000048E0,2.947000122E2,3.790092468E0,2.500000000E0
3.300928120E2,-2.200312572E1,-4.789771038E1,8.133578357E2,1.299999952E0,2.997000122E2,3.790092468E0,2.500000000E0
3.310925774E2,-2.200311919E1,-4.789772344E1,8.128622500E2,1.340000033E0,3.067999878E2,3.790092468E0,2.500000000E0
3.320928423E2,-2.200311323E1,-4.789773453E1,8.127160269E2,1.279999971E0,3.033999939E2,3.790092468E0,2.500000000E0
3.330920611E2,-2.200310760E1,-4.789774568E1,8.125894570E2,1.289999962E0,3.020000000E2,3.790092468E0,2.500000000E0
3.340927981E2,-2.200310077E1,-4.789775612E1,8.126740686E2,1.289999962E0,3.047999878E2,3.790092468E0,2.500000000E0
3.350921403E2,-2.200309526E1,-4.789776752E1,8.126899550E2,1.320000052E0,2.945000000E2,3.790092468E0,2.500000000E0
3.360929125E2,-2.200308988E1,-4.789777811E1,8.125566703E2,1.230000019E0,3.030000000E2,3.790092468E0,2.500000000E0
3.370920069E2,-2.200308355E1,-4.789778828E1,8.125234835E2,1.200000048E0,3.061000061E2,3.790092468E0,2.500000000E0
3.380928811E2,-2.200307792E1,-4.789780045E1,8.125881990E2,1.269999981E0,2.957999878E2,3.790092468E0,2.500000000E0
3.390921444E2,-2.200307237E1,-4.789781410E1,8.125489122E2,1.370000005E0,2.931000061E2,3.790092468E0,2.500000000E0
3.400925604E2,-2.200306733E1,-4.789782761E1,8.124720273E2,1.309999943E0,2.940000000E2,3.790092468E0,2.500000000E0
3.410929529E2,-2.200306310E1,-4.789784036E1,8.125311273E2,1.259999990E0,2.966000061E2,3.790092468E0,2.500000000E0
3.420927725E2,-2.200305861E1,-4.789785319E1,8.126251396E2,1.320000052E0,2.942999878E2,3.790092468E0,2.500000000E0
3.430925020E2,-2.200305315E1,-4.789786589E1,8.126612912E2,1.330000043E0,2.962999878E2,3.790092468E0,2.500000000E0
3.440922988E2,-2.200304743E1,-4.789787744E1,8.124835743E2,1.259999990E0,2.987000122E2,3.790092468E0,2.500000000E0
3.450922852E2,-2.200304268E1,-4.789788893E1,8.124098606E2,1.279999971E0,2.981000061E2,3.790092468E0,2.500000000E0
3.460923143E2,-2.200303740E1,-4.789789905E1,8.121960090E2,1.279999971E0,2.970000000E2,3.790092468E0,2.500000000E0
3.470929625E2,-2.200303141E1,-4.789791009E1,8.121574518E2,1.309999943E0,3.003999939E2,3.790092468E0,2.500000000E0
3.480921647E2,-2.200302503E1,-4.789792077E1,8.120234355E2,1.299999952E0,3.030000000E2,3.790092468E0,2.500000000E0
3.490920766E2,-2.200301942E1,-4.789793076E1,8.119985488E2,1.279999971E0,3.015000000E2,3.790092468E0,2.500000000E0
3.500925816E2,-2.200301217E1,-4.789793985E1,8.118852831E2,1.220000029E0,3.086000061E2,3.790092468E0,2.500000000E0
3.510923031E2,-2.200300493E1,-4.789794785E1,8.117591988E2,1.139999986E0,3.105000000E2,3.790092468E0,2.500000000E0
3.520926941E2,-2.200300047E1,-4.789795694E1,8.118191491E2,1.059999943E0,2.951000061E2,3.790092468E0,2.500000000E0
3.530920628E2,-2.200299932E1,-4.789796304E1,8.121975751E2,5.799999833E-1,2.752999878E2,3.790092468E0,2.500000000E0
