"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.426647123E2,1.229501724E0,-1.562249184E0,2.277739525E0
1.426697123E2,1.142245531E0,-1.556988001E0,2.189444542E0
1.426747123E2,1.095660448E0,-1.510001183E0,1.991474152E0
1.426797123E2,1.077500224E0,-1.404594660E0,1.705415726E0
1.426847123E2,1.088378191E0,-1.262160063E0,1.355836868E0
1.426897123E2,1.117798567E0,-1.054121017E0,9.695472717E-1
1.426947123E2,1.138270617E0,-8.331022263E-1,5.417022705E-1
1.426997123E2,1.163735271E0,-6.519558430E-1,2.257347107E-2
1.427047123E2,1.171231508E0,-4.920375347E-1,-4.879865646E-1
1.427097123E2,1.152579665E0,-3.388364315E-1,-9.560499191E-1
1.427147123E2,1.119975567E0,-2.158656120E-1,-1.413840294E0
1.427197123E2,1.033596992E0,-1.238191128E-1,-1.844069481E0
1.427247123E2,9.273868799E-1,-6.839776039E-2,-2.234427452E0
1.427297123E2,8.092608452E-1,-4.422187805E-2,-2.533392429E0
1.427347123E2,6.922739148E-1,-6.132483482E-2,-2.764025688E0
1.427397123E2,5.622792244E-1,-6.985998154E-2,-2.938841820E0
1.427447123E2,3.997646570E-1,-6.753396988E-2,-3.088942528E0
1.427497123E2,2.560064197E-1,-8.529019356E-2,-3.148566246E0
1.427547123E2,1.189382076E-1,-9.901499748E-2,-3.176012039E0
1.427597123E2,5.589723587E-4,-1.269197464E-1,-3.173755646E0
1.427647123E2,-1.019372344E-1,-1.211984158E-1,-3.133207321E0
1.427697123E2,-1.891260147E-1,-1.278035641E-1,-3.100748062E0
1.427747123E2,-2.806640863E-1,-1.363203526E-1,-3.072678566E0
1.427797123E2,-3.293443322E-1,-1.281383038E-1,-3.059385777E0
1.427847123E2,-3.873561621E-1,-1.329505444E-1,-3.039484978E0
1.427897123E2,-4.583234787E-1,-1.434085369E-1,-3.010299683E0
1.427947123E2,-5.219998360E-1,-1.389434338E-1,-3.002206802E0
1.427997123E2,-5.622234344E-1,-1.267590523E-1,-2.980758667E0
1.428047123E2,-5.806550980E-1,-1.189088821E-1,-2.986283302E0
1.428097123E2,-5.586658716E-1,-1.085844040E-1,-2.999214172E0
1.428147123E2,-4.685643911E-1,-6.873583794E-2,-2.984964371E0
1.428197123E2,-3.811137080E-1,-1.177787781E-3,-2.945527554E0
1.428247123E2,-2.929817140E-1,7.415485382E-2,-2.923871040E0
1.428297123E2,-2.108448744E-1,1.755390167E-1,-2.839355469E0
1.428347123E2,-1.247890592E-1,2.495560646E-1,-2.762557030E0
1.428397123E2,-8.342617750E-2,2.769355774E-1,-2.686725616E0
1.428447123E2,-9.850180149E-2,2.664597034E-1,-2.628623486E0
1.428497123E2,-1.389063597E-1,2.111656666E-1,-2.586199284E0
1.428547123E2,-1.775696278E-1,1.501646042E-1,-2.582712173E0
1.428597123E2,-2.441620827E-1,9.925603867E-2,-2.548513412E0
1.428647123E2,-2.760813236E-1,9.824275970E-2,-2.477862835E0
1.428697123E2,-2.979382873E-1,1.155917645E-1,-2.399854183E0
1.428747123E2,-2.887234092E-1,1.734900475E-1,-2.241864204E0
1.428797123E2,-2.248125672E-1,2.144117355E-1,-2.027234077E0
1.428847123E2,-1.617015302E-1,2.253224850E-1,-1.786169052E0
1.428897123E2,-6.132990122E-2,2.488012314E-1,-1.518874168E0
1.428947123E2,9.912979603E-2,2.506308556E-1,-1.245007515E0
1.428997123E2,2.791628838E-1,2.597367764E-1,-1.000209808E0
1.429047123E2,3.838884234E-1,2.529542446E-1,-7.897472382E-1
1.429097123E2,4.168935418E-1,2.565703392E-1,-6.664896011E-1
1.429147123E2,3.828182817E-1,2.496383190E-1,-5.437421799E-1
1.429197123E2,2.762072086E-1,2.323555946E-1,-4.876251221E-1
1.429247123E2,7.365840673E-2,2.232260704E-1,-4.994068146E-1
1.429297123E2,-1.206310987E-1,2.156567574E-1,-5.248861313E-1
1.429347123E2,-3.257368803E-1,2.500042915E-1,-5.571994781E-1
1.429397123E2,-5.372832417E-1,2.956349850E-1,-5.694093704E-1
1.429447123E2,-6.875923276E-1,3.564293385E-1,-5.560646057E-1
1.429497123E2,-7.951598763E-1,4.278173447E-1,-4.834270477E-1
1.429547123E2,-8.338623047E-1,5.055940151E-1,-4.344701767E-1
1.429597123E2,-8.008182049E-1,5.973320007E-1,-3.746652603E-1
1.429647123E2,-7.752718925E-1,6.460783482E-1,-3.813982010E-1
1.429697123E2,-8.989799619E-1,5.970673561E-1,-7.824897766E-1
1.429747123E2,-1.081093311E0,7.307474613E-1,-1.202713966E0
1.429797123E2,-1.269581914E0,8.164525032E-1,-1.242840767E0
1.429847123E2,-1.308678031E0,8.222563267E-1,-9.693784714E-1
1.429897123E2,-1.078356743E0,9.180791378E-1,-4.994306564E-1
1.429947123E2,-7.340080738E-1,1.055006981E0,-1.403903961E-1
1.429997123E2,-4.343273044E-1,1.141547918E0,8.253192902E-2
1.430047123E2,-1.822089851E-1,1.185341597E0,1.371555328E-1
1.430097123E2,3.054946661E-2,1.172006130E0,1.921691895E-1
1.430147123E2,2.217878103E-1,1.107618570E0,3.271274567E-1
1.430197123E2,4.661059976E-1,1.020412922E0,5.746116638E-1
1.430247123E2,7.713665962E-1,9.324822426E-1,9.019765854E-1
1.430297123E2,1.086284876E0,8.612108231E-1,1.316867828E0
1.430347123E2,1.341342449E0,7.599954605E-1,1.729345322E0
1.430397123E2,1.536667109E0,6.269395351E-1,2.136291504E0
1.430447123E2,1.576990843E0,4.349656105E-1,2.648942947E0
1.430497123E2,1.526656151E0,6.013512611E-2,2.902412415E0
1.430547123E2,1.315379858E0,4.135894775E-2,3.043441772E0
1.430597123E2,9.418227077E-1,2.702121735E-1,3.185451508E0
1.430647123E2,4.873908162E-1,4.218926430E-1,3.138113976E0
1.430697123E2,-2.656550705E-2,4.629609585E-1,2.802869797E0
1.430747123E2,-5.121650696E-1,4.760582447E-1,2.225642204E0
1.430797123E2,-8.689804077E-1,5.169308186E-1,1.622465134E0
1.430847123E2,-1.033392429E0,5.909624100E-1,1.102531433E0
1.430897123E2,-1.081593394E0,6.498725414E-1,7.157545090E-1
1.430947123E2,-1.057950020E0,6.362624168E-1,5.107240677E-1
1.430997123E2,-9.504159689E-1,6.522245407E-1,9.020137787E-2
1.431047123E2,-8.239831924E-1,8.255445957E-1,-2.122974396E-2
1.431097123E2,-5.864188671E-1,1.011194468E0,1.094627380E-2
1.431147123E2,-3.097029924E-1,1.073103666E0,2.528076172E-1
1.431197123E2,-6.659387052E-2,1.017279863E0,7.221717834E-1
1.431247123E2,2.047660351E-1,8.850338459E-1,1.368711472E0
1.431297123E2,4.047354460E-1,7.169034481E-1,2.009685516E0
1.431347123E2,4.997945726E-1,5.226459503E-1,2.579158783E0
1.431397123E2,5.353674889E-1,3.539805412E-1,3.057966232E0
1.431447123E2,4.976848662E-1,2.105364799E-1,3.335524559E0
1.431497123E2,4.116972387E-1,9.915184975E-2,3.462532043E0
1.431547123E2,2.689979672E-1,-3.449106216E-2,3.438032150E0
1.431597123E2,1.750979424E-1,-1.973788738E-1,3.266182899E0
1.431647123E2,6.289971620E-2,-4.268813133E-1,2.973735809E0
1.431697123E2,-1.967770979E-3,-7.213950157E-1,2.612538338E0
1.431747123E2,-1.662477106E-2,-9.817097187E-1,2.218168259E0
1.431797123E2,3.682199866E-3,-1.147089481E0,1.887747765E0
1.431847123E2,7.226736844E-2,-1.141885877E0,1.620946884E0
1.431897123E2,1.454496682E-1,-9.930661917E-1,1.415139198E0
1.431947123E2,2.155948281E-1,-7.385845184E-1,1.302193642E0
1.431997123E2,3.024514318E-1,-4.957356453E-1,1.228079796E0
1.432047123E2,4.291142225E-1,-3.003983498E-1,1.200070381E0
1.432097123E2,5.885868073E-1,-2.121083736E-1,1.202828407E0
1.432147123E2,7.347055674E-1,-2.180097103E-1,1.233852386E0
1.432197123E2,8.141439557E-1,-2.702460289E-1,1.318381310E0
1.432247123E2,8.125392795E-1,-3.529553413E-1,1.467343330E0
1.432297123E2,7.750238180E-1,-4.606728554E-1,1.672529221E0
1.432347123E2,7.120601535E-1,-5.666801929E-1,1.989660263E0
1.432397123E2,6.257019043E-1,-6.858050823E-1,2.240351677E0
1.432447123E2,5.466070175E-1,-8.400969505E-1,2.370775223E0
1.432497123E2,4.595228732E-1,-9.696300030E-1,2.431572914E0
1.432547123E2,3.763363361E-1,-1.065329909E0,2.401794434E0
1.432597123E2,3.130221069E-1,-1.135000706E0,2.277537346E0
1.432647123E2,2.358444333E-1,-1.188685894E0,2.060086250E0
1.432697123E2,1.970081776E-1,-1.188655972E0,1.751072884E0
1.432747123E2,1.822388917E-1,-1.180381179E0,1.389190674E0
1.432797123E2,2.225994766E-1,-1.086647987E0,1.006398201E0
1.432847123E2,2.747474313E-1,-9.839925766E-1,6.421709061E-1
1.432897123E2,3.402485251E-1,-8.457955122E-1,3.486413956E-1
1.432947123E2,3.865873218E-1,-7.259525061E-1,6.322765350E-2
1.432997123E2,4.144327641E-1,-6.569488049E-1,-1.705350876E-1
1.433047123E2,4.526638985E-1,-6.233279705E-1,-3.473358154E-1
1.433097123E2,4.939110875E-1,-6.382724047E-1,-5.487794876E-1
1.433147123E2,4.609229565E-1,-6.581099033E-1,-7.090663910E-1
1.433197123E2,3.826501369E-1,-7.005782127E-1,-8.135070801E-1
1.433247123E2,2.853091359E-1,-7.256028652E-1,-8.769931793E-1
1.433297123E2,2.110126913E-1,-7.230024338E-1,-9.000072479E-1
1.433347123E2,1.253074408E-1,-7.094061375E-1,-9.573383331E-1
1.433397123E2,3.724718094E-2,-6.648061275E-1,-1.012267113E0
1.433447123E2,-3.375218809E-2,-6.222572327E-1,-1.102963448E0
1.433497123E2,-1.080907732E-1,-5.720556974E-1,-1.231613159E0
1.433547123E2,-1.681431383E-1,-5.255035162E-1,-1.398297310E0
1.433597123E2,-2.075926960E-1,-4.705651999E-1,-1.597033501E0
1.433647123E2,-2.192736268E-1,-3.798532486E-1,-1.840196609E0
1.433697123E2,-2.280017287E-1,-2.615725994E-1,-2.106198311E0
1.433747123E2,-2.336154878E-1,-1.575329304E-1,-2.417069435E0
1.433797123E2,-2.605916858E-1,-5.247402191E-2,-2.716147423E0
1.433847123E2,-2.395496666E-1,6.855845451E-2,-2.956313133E0
1.433897123E2,-2.007535994E-1,1.642048359E-1,-3.187044144E0
1.433947123E2,-1.414137930E-1,2.265417576E-1,-3.328804970E0
1.433997123E2,-7.326582074E-2,2.634367943E-1,-3.461596489E0
1.434047123E2,-1.632254571E-2,2.882308960E-1,-3.486713409E0
1.434097123E2,3.304673731E-2,3.137791157E-1,-3.459713936E0
1.434147123E2,5.061931908E-2,3.139810562E-1,-3.362337589E0
1.434197123E2,6.908783317E-2,3.284635544E-1,-3.189096451E0
1.434247123E2,8.575496078E-2,3.410432339E-1,-2.976839066E0
1.434297123E2,1.214555353E-1,3.391528130E-1,-2.788586140E0
1.434347123E2,1.286768466E-1,2.975080013E-1,-2.598272800E0
1.434397123E2,1.161624938E-1,2.581765652E-1,-2.420541763E0
1.434447123E2,7.209876180E-2,2.201399803E-1,-2.288103580E0
1.434497123E2,2.290558815E-2,2.308228016E-1,-2.182971954E0
1.434547123E2,-1.763258874E-2,2.284054756E-1,-2.113478661E0
1.434597123E2,-5.139268935E-2,2.389280796E-1,-2.085932732E0
1.434647123E2,-7.381527871E-2,2.634749413E-1,-2.051016808E0
1.434697123E2,-7.084017992E-2,3.102846146E-1,-2.037631989E0
1.434747123E2,-6.572647393E-2,3.705983162E-1,-2.006966591E0
1.434797123E2,-6.736165285E-2,4.057784081E-1,-2.005673409E0
1.434847123E2,-4.797276855E-2,4.267990589E-1,-1.984168530E0
1.434897123E2,-2.588471025E-2,4.278542995E-1,-1.949153900E0
1.434947123E2,-2.872249484E-2,4.411015511E-1,-1.874814987E0
1.434997123E2,-3.096454591E-2,4.481043816E-1,-1.815272808E0
1.435047123E2,-6.055769324E-2,4.727475643E-1,-1.730046272E0
1.435097123E2,-9.975098073E-2,4.966320992E-1,-1.606609344E0
1.435147123E2,-1.635684073E-1,5.264143944E-1,-1.469925880E0
1.435197123E2,-1.929764301E-1,5.710349083E-1,-1.321480751E0
1.435247123E2,-2.280333936E-1,6.190807819E-1,-1.205251694E0
1.435297123E2,-2.685234547E-1,6.915936470E-1,-1.149947166E0
1.435347123E2,-3.508913219E-1,7.375307083E-1,-1.119606018E0
1.435397123E2,-4.452354908E-1,7.660405636E-1,-1.118570328E0
1.435447123E2,-5.300927162E-1,7.589879036E-1,-1.102210999E0
1.435497123E2,-5.839290619E-1,7.493386269E-1,-1.039278030E0
1.435547123E2,-6.347260475E-1,7.179143429E-1,-9.983835220E-1
1.435597123E2,-6.546408534E-1,6.773548126E-1,-9.128799438E-1
1.435647123E2,-6.544936895E-1,6.577272415E-1,-7.342805862E-1
1.435697123E2,-6.265297532E-1,6.512112617E-1,-4.859123230E-1
1.435747123E2,-5.922631621E-1,6.009023190E-1,-2.894287109E-1
1.435797123E2,-5.154513717E-1,5.447118282E-1,-9.456634521E-2
1.435847123E2,-4.421695173E-1,5.066516399E-1,1.481218338E-1
1.435897123E2,-3.729188442E-1,4.770603180E-1,4.132175446E-1
1.435947123E2,-3.541079462E-1,4.343550205E-1,6.378850937E-1
1.435997123E2,-3.663785160E-1,4.056007862E-1,8.354301453E-1
1.436047123E2,-4.044900537E-1,3.832252026E-1,1.038887024E0
1.436097123E2,-4.644699097E-1,3.812441826E-1,1.183974266E0
1.436147123E2,-5.356090665E-1,3.796837330E-1,1.250487328E0
1.436197123E2,-6.035103202E-1,3.810660839E-1,1.270137787E0
1.436247123E2,-6.434646249E-1,3.348956108E-1,1.224330902E0
1.436297123E2,-6.501477957E-1,2.537164688E-1,1.131435394E0
1.436347123E2,-5.690031052E-1,1.407473087E-1,1.102193832E0
1.436397123E2,-4.675638676E-1,5.187487602E-2,1.188068390E0
1.436447123E2,-3.350011706E-1,-2.383947372E-3,1.403463364E0
1.436497123E2,-1.580359787E-1,-1.160764694E-2,1.761013031E0
1.436547123E2,5.191695690E-2,-1.374530792E-2,2.157174110E0
1.436597123E2,2.489577532E-1,-5.492448807E-2,2.553270340E0
1.436647123E2,3.533825874E-1,-1.420247555E-1,3.000668526E0
1.436697123E2,3.783134520E-1,-2.697659731E-1,3.495738029E0
1.436747123E2,3.995750248E-1,-4.042347670E-1,3.969494820E0
1.436797123E2,3.830189705E-1,-5.624910593E-1,4.388571739E0
1.436847123E2,4.024451375E-1,-6.691803932E-1,4.741933823E0
1.436897123E2,4.251698256E-1,-7.764651775E-1,5.241752625E0
1.436947123E2,4.999149442E-1,-1.011336207E0,5.721520424E0
1.436997123E2,5.813327432E-1,-1.357092738E0,6.159067154E0
1.437047123E2,6.608934999E-1,-1.614382982E0,6.551740646E0
1.437097123E2,7.484469414E-1,-1.696160197E0,6.844625473E0
1.437147123E2,7.794227004E-1,-1.615536213E0,6.941540718E0
1.437197123E2,7.148939967E-1,-1.382248878E0,6.741282463E0
1.437247123E2,6.090625525E-1,-1.063268423E0,6.281258583E0
1.437297123E2,4.773423076E-1,-7.234035730E-1,5.491481781E0
1.437347123E2,3.077816963E-1,-4.771887064E-1,4.421014786E0
1.437397123E2,1.767464280E-1,-3.608651161E-1,3.289276123E0
1.437447123E2,9.259796143E-2,-3.152616024E-1,2.206980705E0
1.437497123E2,6.043669581E-2,-2.912077904E-1,1.126173973E0
1.437547123E2,5.035793781E-2,-2.939212322E-1,1.656427383E-1
1.437597123E2,3.350794315E-2,-2.847077847E-1,-6.507482529E-1
1.437647123E2,7.803297043E-2,-2.410483360E-1,-1.234212875E0
1.437697123E2,2.403254211E-1,-1.788551807E-1,-1.578070641E0
1.437747123E2,4.579913318E-1,-1.036100388E-1,-1.706362724E0
1.437797123E2,7.322380543E-1,-3.548312187E-2,-1.537758827E0
1.437847123E2,1.012077570E0,1.850438118E-2,-1.126345634E0
1.437897123E2,1.314585924E0,4.480576515E-2,-4.257631302E-1
1.437947123E2,1.598483205E0,5.574464798E-3,3.634920120E-1
1.437997123E2,1.797947168E0,-1.142113209E-1,1.092264175E0
1.438047123E2,1.928292394E0,-2.784667015E-1,1.633643150E0
1.438097123E2,1.920724392E0,-4.462332726E-1,1.963808060E0
1.438147123E2,1.844297409E0,-5.984116793E-1,2.152824402E0
1.438197123E2,1.780285358E0,-7.756631374E-1,2.179930687E0
1.438247123E2,1.741574049E0,-9.221744537E-1,2.066480637E0
1.438297123E2,1.713631988E0,-1.040524006E0,1.927219391E0
1.438347123E2,1.716623783E0,-1.080007434E0,1.752313614E0
1.438397123E2,1.717537165E0,-1.082695961E0,1.535146713E0
1.438447123E2,1.682417631E0,-1.036854506E0,1.272993088E0
1.438497123E2,1.632821321E0,-9.773421288E-1,9.207057953E-1
1.438547123E2,1.543505907E0,-9.325066805E-1,5.017423630E-1
1.438597123E2,1.477354884E0,-8.899266720E-1,9.869766235E-2
1.438647123E2,1.415858030E0,-8.804821968E-1,-2.118082047E-1
1.438697123E2,1.361041903E0,-8.445246220E-1,-4.669036865E-1
1.438747123E2,1.310976028E0,-8.046801090E-1,-6.869068146E-1
1.438797123E2,1.245750666E0,-7.515218258E-1,-9.036531448E-1
1.438847123E2,1.139167428E0,-7.079988718E-1,-1.149124146E0
1.438897123E2,1.005565405E0,-6.625299454E-1,-1.394948959E0
1.438947123E2,8.992168307E-1,-6.234176159E-1,-1.646474838E0
1.438997123E2,7.794588208E-1,-5.989460945E-1,-1.899167061E0
1.439047123E2,6.599422693E-1,-5.670325756E-1,-2.090742111E0
1.439097123E2,5.246434212E-1,-5.345854759E-1,-2.232541561E0
1.439147123E2,3.309699893E-1,-5.285326242E-1,-2.464796066E0
1.439197123E2,1.507628560E-1,-5.235583782E-1,-2.665606499E0
1.439247123E2,-1.418045163E-2,-4.976506233E-1,-2.803282261E0
1.439297123E2,-1.748399436E-1,-4.787186384E-1,-2.983846188E0
1.439347123E2,-3.517010510E-1,-4.881429672E-1,-3.138463020E0
1.439397123E2,-5.562883615E-1,-4.841582775E-1,-3.243131638E0
1.439447123E2,-7.761110067E-1,-4.717421532E-1,-3.367113590E0
1.439497123E2,-9.886195660E-1,-4.758397341E-1,-3.536072254E0
1.439547123E2,-1.164570212E0,-4.731354713E-1,-3.674127579E0
1.439597123E2,-1.255318046E0,-4.199590683E-1,-3.785181522E0
1.439647123E2,-1.288009644E0,-3.205711842E-1,-3.906976700E0
1.439697123E2,-1.241142750E0,-1.887526512E-1,-3.971426010E0
1.439747123E2,-1.104275346E0,-7.227659225E-3,-3.997138977E0
1.439797123E2,-8.927938342E-1,1.763489246E-1,-3.941465378E0
1.439847123E2,-6.612501144E-1,3.478341103E-1,-3.824121475E0
1.439897123E2,-4.619257450E-1,5.018484592E-1,-3.600369930E0
1.439947123E2,-2.950948477E-1,6.324212551E-1,-3.324294567E0
1.439997123E2,-1.677097678E-1,6.947121620E-1,-3.014047146E0
1.440047123E2,-7.947129011E-2,7.148978710E-1,-2.696215630E0
1.440097123E2,-8.698743582E-2,6.882429123E-1,-2.447381020E0
1.440147123E2,-1.123192608E-1,6.045277119E-1,-2.231687546E0
1.440197123E2,-1.634677798E-1,4.799766541E-1,-1.997566223E0
1.440247123E2,-2.059006691E-1,3.856730461E-1,-1.801965237E0
1.440297123E2,-2.577532530E-1,2.797939777E-1,-1.644872189E0
1.440347123E2,-2.964642048E-1,1.614264250E-1,-1.544780731E0
1.440397123E2,-3.213185370E-1,8.613884449E-2,-1.421006203E0
1.440447123E2,-2.701879740E-1,5.828201771E-2,-1.278450966E0
1.440497123E2,-1.791287065E-1,6.403815746E-2,-1.125373840E0
1.440547123E2,-6.076763570E-2,1.086796522E-1,-9.907054901E-1
1.440597123E2,2.212606370E-2,1.931122541E-1,-8.290624619E-1
1.440647123E2,7.435677946E-2,2.737542391E-1,-7.057161331E-1
1.440697123E2,8.002158999E-2,3.539774418E-1,-6.263380051E-1
1.440747123E2,3.177547455E-2,4.090621471E-1,-5.778446198E-1
1.440797123E2,-6.814441830E-2,4.533301592E-1,-5.784015656E-1
1.440847123E2,-1.863381565E-1,5.026813745E-1,-6.117191315E-1
1.440897123E2,-3.148568273E-1,5.107407570E-1,-6.592702866E-1
1.440947123E2,-4.599072039E-1,5.013821125E-1,-7.381458282E-1
1.440997123E2,-5.615246892E-1,5.076187849E-1,-8.414640427E-1
1.441047123E2,-6.031513214E-1,5.207046270E-1,-9.428071976E-1
1.441097123E2,-6.082866192E-1,5.742716789E-1,-1.042809486E0
1.441147123E2,-5.835800767E-1,6.347423792E-1,-1.150459290E0
1.441197123E2,-5.179058313E-1,7.146515846E-1,-1.163261414E0
1.441247123E2,-4.260857999E-1,8.373618126E-1,-1.077461243E0
1.441297123E2,-3.056862950E-1,9.478354454E-1,-1.064616203E0
1.441347123E2,-2.103597969E-1,1.018419027E0,-1.015522003E0
1.441397123E2,-1.618165970E-1,1.084537506E0,-9.104900360E-1
1.441447123E2,-1.199180856E-1,1.097777724E0,-8.648872375E-1
1.441497123E2,-1.403769851E-2,1.041942477E0,-6.917963028E-1
1.441547123E2,1.190605462E-1,9.667420387E-1,-4.792804718E-1
1.441597123E2,2.637235224E-1,8.492667675E-1,-2.239055634E-1
1.441647123E2,4.367044866E-1,6.944051981E-1,4.480648041E-2
1.441697123E2,5.737041235E-1,4.749338627E-1,3.384084702E-1
1.441747123E2,6.746881008E-1,2.523059845E-1,6.090526581E-1
1.441797123E2,7.534984350E-1,6.904506683E-2,8.875312805E-1
1.441847123E2,7.981595993E-1,-1.259258986E-1,1.174240112E0
1.441897123E2,7.304131985E-1,-2.971351147E-1,1.432168961E0
1.441947123E2,5.799160600E-1,-4.221233130E-1,1.618443489E0
1.441997123E2,3.536793590E-1,-4.769495726E-1,1.733930588E0
1.442047123E2,5.974429846E-2,-4.348990917E-1,1.750572205E0
1.442097123E2,-2.431979775E-1,-2.771780491E-1,1.692184448E0
1.442147123E2,-5.320447087E-1,-6.825840473E-2,1.538764954E0
1.442197123E2,-7.707536817E-1,1.274725199E-1,1.355646133E0
1.442247123E2,-9.478046298E-1,3.005365133E-1,1.166245461E0
1.442297123E2,-1.022158623E0,4.632413387E-1,9.956712723E-1
1.442347123E2,-9.898778796E-1,6.076867580E-1,8.849754333E-1
1.442397123E2,-9.223511815E-1,7.346787453E-1,8.454685211E-1
1.442447123E2,-7.709292173E-1,8.136255741E-1,8.892679214E-1
1.442497123E2,-5.585756302E-1,8.505131006E-1,1.087481499E0
1.442547123E2,-3.269843757E-1,8.244396448E-1,1.466225624E0
1.442597123E2,-3.209164366E-2,6.925784349E-1,1.946723938E0
1.442647123E2,3.371263146E-1,5.205969810E-1,2.554168701E0
1.442697123E2,7.291843891E-1,3.751426935E-1,3.306763649E0
1.442747123E2,1.025803566E0,2.982587814E-1,4.198749542E0
1.442797123E2,1.191762567E0,2.481040955E-1,5.078616142E0
1.442847123E2,1.166953325E0,2.147825956E-1,5.852143288E0
1.442897123E2,9.612587690E-1,1.438206434E-1,6.287319183E0
1.442947123E2,6.354757547E-1,4.868745804E-3,6.300045013E0
1.442997123E2,2.068428397E-1,-1.980154514E-1,6.010238647E0
1.443047123E2,-2.398044318E-1,-4.305651188E-1,5.390041351E0
1.443097123E2,-6.850273609E-1,-6.423577070E-1,4.495990753E0
1.443147123E2,-1.080011606E0,-7.682533264E-1,3.382603645E0
1.443197123E2,-1.451675653E0,-8.006219864E-1,2.182088852E0
1.443247123E2,-1.770046115E0,-7.717450857E-1,1.060989380E0
1.443297123E2,-2.006571770E0,-6.840121746E-1,8.145141602E-2
1.443347123E2,-2.184058905E0,-5.150036812E-1,-7.369222641E-1
1.443397123E2,-2.320474625E0,-3.322747946E-1,-1.330931664E0
1.443447123E2,-2.423215389E0,-1.924693584E-1,-1.688113689E0
1.443497123E2,-2.484085798E0,-1.108152866E-1,-1.881237984E0
1.443547123E2,-2.545827627E0,-1.389949322E-1,-1.891846180E0
1.443597123E2,-2.537492990E0,-2.572398186E-1,-1.701086998E0
1.443647123E2,-2.499988556E0,-4.368718863E-1,-1.261597633E0
1.443697123E2,-2.448475599E0,-6.651892662E-1,-6.061210632E-1
1.443747123E2,-2.338474512E0,-9.137688875E-1,9.576892853E-2
1.443797123E2,-2.206958532E0,-1.184241176E0,7.427425385E-1
1.443847123E2,-2.091201782E0,-1.438625097E0,1.337889671E0
1.443897123E2,-2.012657166E0,-1.668761134E0,1.812869072E0
1.443947123E2,-1.980447769E0,-1.837526798E0,2.187499046E0
1.443997123E2,-1.942608118E0,-1.956881404E0,2.464323997E0
1.444047123E2,-1.891511798E0,-2.030695677E0,2.721949577E0
1.444097123E2,-1.806729913E0,-2.025417805E0,2.904932976E0
1.444147123E2,-1.692808270E0,-1.958024502E0,3.002534866E0
1.444197123E2,-1.572800159E0,-1.847322941E0,2.989957809E0
1.444247123E2,-1.459746242E0,-1.688981533E0,2.865604401E0
1.444297123E2,-1.380934715E0,-1.552558422E0,2.565732956E0
1.444347123E2,-1.343028069E0,-1.431892753E0,2.115090370E0
1.444397123E2,-1.349073529E0,-1.318308830E0,1.540234566E0
1.444447123E2,-1.363161564E0,-1.225285769E0,9.871101379E-1
1.444497123E2,-1.318112969E0,-1.102213621E0,4.445295334E-1
1.444547123E2,-1.266495585E0,-9.637777805E-1,-4.997253418E-2
1.444597123E2,-1.223763704E0,-8.173241019E-1,-5.013570786E-1
1.444647123E2,-1.177453399E0,-6.703519821E-1,-8.473997116E-1
1.444697123E2,-1.147365570E0,-5.451474190E-1,-1.176648140E0
1.444747123E2,-1.123200178E0,-4.520074129E-1,-1.445322990E0
1.444797123E2,-1.113683224E0,-3.686769009E-1,-1.691708088E0
1.444847123E2,-1.086542130E0,-2.802554369E-1,-1.938781261E0
1.444897123E2,-1.083465219E0,-2.002896070E-1,-2.170380592E0
1.444947123E2,-1.080693483E0,-1.203402281E-1,-2.398121834E0
1.444997123E2,-1.042530060E0,-6.025075912E-2,-2.588740349E0
1.445047123E2,-9.938714504E-1,-6.828665733E-3,-2.773341656E0
1.445097123E2,-9.277127385E-1,5.093479156E-2,-2.957799911E0
1.445147123E2,-7.799282074E-1,9.929692745E-2,-3.135774612E0
1.445197123E2,-6.570025682E-1,1.691582203E-1,-3.262321949E0
1.445247123E2,-5.045325160E-1,2.206928730E-1,-3.357843399E0
1.445297123E2,-3.675059974E-1,2.769553661E-1,-3.417918205E0
1.445347123E2,-2.571960688E-1,3.411347866E-1,-3.461846352E0
1.445397123E2,-1.663118154E-1,3.766976595E-1,-3.460511684E0
1.445447123E2,-1.103613079E-1,4.057166576E-1,-3.443647385E0
1.445497123E2,-7.612986863E-2,4.204220772E-1,-3.419376373E0
1.445547123E2,-3.881190345E-2,4.242515564E-1,-3.378857613E0
1.445597123E2,-2.559221536E-2,4.204206467E-1,-3.308186531E0
1.445647123E2,-1.498626918E-2,3.827914000E-1,-3.217598915E0
1.445697123E2,-6.429992616E-3,3.455034494E-1,-3.125635624E0
1.445747123E2,-2.737677842E-2,3.041461706E-1,-3.017708778E0
1.445797123E2,-7.022114098E-2,3.079330921E-1,-2.912278175E0
1.445847123E2,-1.056769192E-1,3.337093592E-1,-2.796327591E0
1.445897123E2,-1.480761319E-1,3.860274553E-1,-2.711928368E0
1.445947123E2,-1.845827103E-1,4.332727194E-1,-2.602818966E0
1.445997123E2,-2.095742077E-1,4.786175489E-1,-2.484045029E0
1.446047123E2,-2.093811929E-1,5.200859308E-1,-2.373484135E0
1.446097123E2,-2.167701423E-1,5.473771095E-1,-2.278297424E0
1.446147123E2,-2.483292818E-1,5.701750517E-1,-2.229940414E0
1.446197123E2,-2.990104258E-1,5.853245258E-1,-2.237182617E0
