"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.087663441E2,-2.200474851E1,-4.790260711E1,8.100122419E2,1.419999981E1,2.125000000E2,3.790092468E0,2.500000000E0
2.097659490E2,-2.200486104E1,-4.790268360E1,8.093013210E2,1.500000000E1,2.118999939E2,3.790092468E0,2.500000000E0
2.107672834E2,-2.200497548E1,-4.790276393E1,8.091281232E2,1.503999996E1,2.143999939E2,3.790092468E0,2.500000000E0
2.117661282E2,-2.200508589E1,-4.790284732E1,8.088642333E2,1.538000011E1,2.166000061E2,3.790092468E0,2.729076385E0
2.127667570E2,-2.200519804E1,-4.790293922E1,8.091276963E2,1.553999996E1,2.196999969E2,3.790092468E0,2.597538471E0
2.137656564E2,-2.200530014E1,-4.790304199E1,8.099103438E2,1.539000034E1,2.248000031E2,3.790092468E0,2.592386723E0
2.147670665E2,-2.200539672E1,-4.790314978E1,8.107390214E2,1.532999992E1,2.296000061E2,3.790092468E0,2.541665792E0
2.157664297E2,-2.200548525E1,-4.790326687E1,8.118977936E2,1.560000038E1,2.330000000E2,3.790092468E0,2.500000000E0
2.167663110E2,-2.200557225E1,-4.790340374E1,8.128324692E2,1.737999916E1,2.373999939E2,3.790092468E0,2.500000000E0
2.177659280E2,-2.200566410E1,-4.790356322E1,8.140320610E2,1.904999924E1,2.391000061E2,3.790092468E0,2.500000000E0
2.187663102E2,-2.200576375E1,-4.790372491E1,8.139120703E2,1.995000076E1,2.376000061E2,3.790092468E0,2.500000000E0
2.197673403E2,-2.200585842E1,-4.790388953E1,8.137885463E2,1.984000015E1,2.386999969E2,3.790092468E0,2.500000000E0
2.207669242E2,-2.200595048E1,-4.790404544E1,8.140312246E2,1.867000008E1,2.388000031E2,3.790092468E0,2.500000000E0
2.217656428E2,-2.200604270E1,-4.790419115E1,8.134390518E2,1.806999969E1,2.368000031E2,3.790092468E0,2.500000000E0
2.227665885E2,-2.200613337E1,-4.790432890E1,8.117628862E2,1.668000031E1,2.340000000E2,3.790092468E0,2.500000000E0
2.237662025E2,-2.200622537E1,-4.790445373E1,8.106699563E2,1.567000008E1,2.291999969E2,3.790092468E0,2.500000000E0
2.247656948E2,-2.200632981E1,-4.790455992E1,8.085970156E2,1.572999954E1,2.190000000E2,3.790092468E0,2.500000000E0
2.257670319E2,-2.200644720E1,-4.790465022E1,8.061540523E2,1.673999977E1,2.118999939E2,3.790092468E0,2.500000000E0
2.267657178E2,-2.200657863E1,-4.790473594E1,8.055409083E2,1.734000015E1,2.066000061E2,3.790092468E0,2.500000000E0
2.277661266E2,-2.200673072E1,-4.790480627E1,8.048427714E2,1.828000069E1,1.986999969E2,3.790092468E0,2.500000000E0
2.287657079E2,-2.200688645E1,-4.790485571E1,8.044685818E2,1.817000008E1,1.905000000E2,3.790092468E0,2.500000000E0
2.297668301E2,-2.200704975E1,-4.790487861E1,8.039692337E2,1.801000023E1,1.835000000E2,3.790092468E0,2.500000000E0
2.307658691E2,-2.200721227E1,-4.790488323E1,8.046368565E2,1.760000038E1,1.781000061E2,3.790092468E0,2.500000000E0
2.317674415E2,-2.200736977E1,-4.790487271E1,8.050354216E2,1.687999916E1,1.736000061E2,3.790092468E0,2.500000000E0
2.327657566E2,-2.200751615E1,-4.790485759E1,8.056509076E2,1.572999954E1,1.771000061E2,3.790092468E0,2.500000000E0
2.337663602E2,-2.200765402E1,-4.790485837E1,8.063640743E2,1.485000038E1,1.845000000E2,3.790092468E0,2.500000000E0
2.347656179E2,-2.200778192E1,-4.790488015E1,8.068037130E2,1.397999954E1,1.963999939E2,3.790092468E0,2.500000000E0
2.357659933E2,-2.200789415E1,-4.790491661E1,8.070988483E2,1.288000011E1,2.048999939E2,3.790092468E0,2.500000000E0
2.367668737E2,-2.200799483E1,-4.790496173E1,8.076190992E2,1.210000038E1,2.101999969E2,3.790092468E0,2.500000000E0
2.377662471E2,-2.200808232E1,-4.790500978E1,8.077428779E2,1.084000015E1,2.115000000E2,3.790092468E0,2.500000000E0
2.387660925E2,-2.200816560E1,-4.790505843E1,8.073876561E2,1.021000004E1,2.115000000E2,3.790092468E0,2.500000000E0
2.397665491E2,-2.200824990E1,-4.790510693E1,8.070995722E2,1.035000038E1,2.111999969E2,3.790092468E0,2.500000000E0
2.407661458E2,-2.200833588E1,-4.790515534E1,8.064335574E2,1.075000000E1,2.106000061E2,3.790092468E0,2.500000000E0
2.417670038E2,-2.200842607E1,-4.790521001E1,8.055627133E2,1.135000038E1,2.106000061E2,3.790092468E0,2.500000000E0
2.427655915E2,-2.200851509E1,-4.790526358E1,8.046149644E2,1.153999996E1,2.111000061E2,3.790092468E0,2.500000000E0
2.437673171E2,-2.200860968E1,-4.790531800E1,8.039128182E2,1.155000019E1,2.103999939E2,3.790092468E0,2.500000000E0
2.447654325E2,-2.200869852E1,-4.790536998E1,8.033984171E2,1.125000000E1,2.080000000E2,3.790092468E0,2.500000000E0
2.457665799E2,-2.200877008E1,-4.790541591E1,8.025161003E2,1.048999977E1,2.080000000E2,3.790092468E0,2.500000000E0
2.467662299E2,-2.200884612E1,-4.790545610E1,8.017306975E2,9.180000305E0,2.075000000E2,3.790092468E0,2.500000000E0
2.477656784E2,-2.200890999E1,-4.790549349E1,8.012465690E2,7.840000153E0,2.066999969E2,3.790092468E0,2.500000000E0
2.487672090E2,-2.200897718E1,-4.790553298E1,8.009548236E2,8.189999580E0,2.068000031E2,3.790092468E0,2.500000000E0
2.497660164E2,-2.200904003E1,-4.790557153E1,8.003220154E2,8.229999542E0,2.056999969E2,3.790092468E0,2.500000000E0
2.507658405E2,-2.200910150E1,-4.790560425E1,7.996568527E2,8.119999886E0,2.036000061E2,3.790092468E0,2.500000000E0
2.517655463E2,-2.200917036E1,-4.790564160E1,7.993466710E2,9.010000229E0,2.033999939E2,3.790092468E0,2.500000000E0
2.527659933E2,-2.200924213E1,-4.790568127E1,7.989218661E2,9.359999657E0,2.028000031E2,3.790092468E0,2.500000000E0
2.537671738E2,-2.200932294E1,-4.790572573E1,7.989610502E2,1.023999977E1,2.041999969E2,3.790092468E0,2.570087194E0
2.547670307E2,-2.200940115E1,-4.790577828E1,7.986278092E2,9.819999695E0,2.121999969E2,3.790092468E0,2.617281675E0
2.557657168E2,-2.200946959E1,-4.790583961E1,7.981474903E2,9.930000305E0,2.180000000E2,3.790092468E0,2.524108887E0
2.567671006E2,-2.200953620E1,-4.790590474E1,7.988207416E2,9.289999962E0,2.231000061E2,3.790092468E0,2.500000000E0
2.577656481E2,-2.200959283E1,-4.790597968E1,7.990801928E2,9.899999619E0,2.278000031E2,3.790092468E0,2.500000000E0
2.587664877E2,-2.200966483E1,-4.790606986E1,7.986309118E2,1.286999989E1,2.298000031E2,3.790092468E0,2.500000000E0
2.597671669E2,-2.200976107E1,-4.790619026E1,7.987555032E2,1.696999931E1,2.286999969E2,3.790092468E0,2.500000000E0
2.607664035E2,-2.200987102E1,-4.790632120E1,7.983843706E2,1.879999924E1,2.273999939E2,3.790092468E0,2.500000000E0
2.617659569E2,-2.200999546E1,-4.790645207E1,7.980131063E2,1.862999916E1,2.131999969E2,3.790092468E0,2.500000000E0
2.627663980E2,-2.201013160E1,-4.790655613E1,7.978826471E2,1.869000053E1,2.126999969E2,3.790092468E0,2.500000000E0
2.637659494E2,-2.201028953E1,-4.790664490E1,7.978019601E2,2.042000008E1,2.048999939E2,3.790092468E0,2.500000000E0
2.647662667E2,-2.201046047E1,-4.790672747E1,7.976832932E2,2.127000046E1,2.028000031E2,3.790092468E0,2.500000000E0
2.657659269E2,-2.201065639E1,-4.790680404E1,7.973790558E2,2.353000069E1,2.006000061E2,3.790092468E0,2.500000000E0
2.667663839E2,-2.201088509E1,-4.790690020E1,7.972415682E2,2.693000031E1,2.015000000E2,3.790092468E0,2.500000000E0
2.677657447E2,-2.201111123E1,-4.790699931E1,7.968750818E2,2.736000061E1,2.026000061E2,3.790092468E0,2.500000000E0
2.687659698E2,-2.201134866E1,-4.790708824E1,7.960008855E2,2.822999954E1,2.005000000E2,3.790092468E0,2.500000000E0
2.697661827E2,-2.201158498E1,-4.790717842E1,7.953784003E2,2.760000038E1,1.998000031E2,3.790092468E0,2.500000000E0
2.707662608E2,-2.201181759E1,-4.790726779E1,7.951686364E2,2.746999931E1,2.001000061E2,3.790092468E0,2.500000000E0
2.717666291E2,-2.201204756E1,-4.790735659E1,7.947098502E2,2.697999954E1,2.015000000E2,3.790092468E0,2.596142530E0
2.727659844E2,-2.201227272E1,-4.790745013E1,7.943254135E2,2.656999969E1,2.005000000E2,3.790092468E0,2.500000000E0
2.737656789E2,-2.201249887E1,-4.790754703E1,7.939385389E2,2.679999924E1,2.033000031E2,3.790092468E0,2.500000000E0
2.747659981E2,-2.201271410E1,-4.790765715E1,7.936743678E2,2.661000061E1,2.085000000E2,3.790092468E0,2.500000000E0
2.757656315E2,-2.201291594E1,-4.790778868E1,7.933886246E2,2.619000053E1,2.135000000E2,3.790092468E0,2.500000000E0
2.767659288E2,-2.201310468E1,-4.790792962E1,7.930208701E2,2.552000046E1,2.175000000E2,3.790092468E0,2.500000000E0
2.777660367E2,-2.201328163E1,-4.790807651E1,7.922755669E2,2.519000053E1,2.183999939E2,3.790092468E0,2.500000000E0
2.787657227E2,-2.201345732E1,-4.790822959E1,7.922244858E2,2.451000023E1,2.186999969E2,3.790092468E0,2.500000000E0
2.797667482E2,-2.201362146E1,-4.790837576E1,7.925557283E2,2.371999931E1,2.188000031E2,3.790092468E0,2.500000000E0
2.807655990E2,-2.201378249E1,-4.790852033E1,7.927962727E2,2.322999954E1,2.186999969E2,3.790092468E0,2.500000000E0
2.817658310E2,-2.201394188E1,-4.790865836E1,7.928886171E2,2.232999992E1,2.193999939E2,3.790092468E0,2.500000000E0
2.827674123E2,-2.201409409E1,-4.790878814E1,7.930751947E2,2.161000061E1,2.178999939E2,3.790092468E0,2.619366646E0
2.837660508E2,-2.201423197E1,-4.790890899E1,7.933557652E2,2.035000038E1,2.178999939E2,3.790092468E0,2.559098482E0
2.847665702E2,-2.201435812E1,-4.790902676E1,7.928126094E2,1.909000015E1,2.196000061E2,3.790092468E0,2.500000000E0
2.857658936E2,-2.201447599E1,-4.790915092E1,7.925474207E2,1.854000092E1,2.253000031E2,3.790092468E0,2.500000000E0
2.867662513E2,-2.201458428E1,-4.790928030E1,7.924798764E2,1.809000015E1,2.311000061E2,3.790092468E0,2.500000000E0
2.877658740E2,-2.201467569E1,-4.790941779E1,7.918380121E2,1.737000084E1,2.336999969E2,3.790092468E0,2.500000000E0
2.887663108E2,-2.201476806E1,-4.790955007E1,7.916363265E2,1.634000015E1,2.333999939E2,3.790092468E0,2.500000000E0
2.897666898E2,-2.201484981E1,-4.790967277E1,7.912444509E2,1.592000008E1,2.328999939E2,3.790092468E0,2.500000000E0
2.907661279E2,-2.201493261E1,-4.790979750E1,7.903824843E2,1.556999969E1,2.328999939E2,3.790092468E0,2.500000000E0
2.917665436E2,-2.201501263E1,-4.790991741E1,7.901479552E2,1.531999969E1,2.333999939E2,3.790092468E0,2.500000000E0
2.927659744E2,-2.201508397E1,-4.791004513E1,7.896319470E2,1.514999962E1,2.336999969E2,3.790092468E0,2.500000000E0
2.937663325E2,-2.201516638E1,-4.791016816E1,7.896759845E2,1.556000042E1,2.336999969E2,3.790092468E0,2.500000000E0
2.947656445E2,-2.201525638E1,-4.791029745E1,7.896897510E2,1.626000023E1,2.341000061E2,3.790092468E0,2.500000000E0
2.957663530E2,-2.201534352E1,-4.791042604E1,7.899608428E2,1.628000069E1,2.333000031E2,3.790092468E0,2.500000000E0
2.967665614E2,-2.201542734E1,-4.791055582E1,7.899512986E2,1.602000046E1,2.338000031E2,3.790092468E0,2.500000000E0
2.977658864E2,-2.201551002E1,-4.791068250E1,7.900540561E2,1.571000004E1,2.338999939E2,3.790092468E0,2.500000000E0
2.987665236E2,-2.201558976E1,-4.791079831E1,7.901790194E2,1.543000031E1,2.340000000E2,3.790092468E0,2.500000000E0
2.997658345E2,-2.201566955E1,-4.791091967E1,7.899878271E2,1.521000004E1,2.341999969E2,3.790092468E0,2.500000000E0
3.007662773E2,-2.201575108E1,-4.791103849E1,7.905548094E2,1.494999981E1,2.343000031E2,3.790092468E0,2.500000000E0
3.017657477E2,-2.201583061E1,-4.791115417E1,7.904233030E2,1.468999958E1,2.341999969E2,3.790092468E0,2.500000000E0
3.027660324E2,-2.201590532E1,-4.791127054E1,7.904158240E2,1.439999962E1,2.350000000E2,3.790092468E0,2.500000000E0
3.037664236E2,-2.201597453E1,-4.791137940E1,7.901678612E2,1.397999954E1,2.353999939E2,3.790092468E0,2.500000000E0
3.047658768E2,-2.201604320E1,-4.791148961E1,7.906093535E2,1.359000015E1,2.358000031E2,3.790092468E0,2.500000000E0
3.057658024E2,-2.201611120E1,-4.791159920E1,7.905767243E2,1.307999992E1,2.365000000E2,3.790092468E0,2.500000000E0
3.067663219E2,-2.201617268E1,-4.791169998E1,7.903857638E2,1.213000011E1,2.371999969E2,3.790092468E0,2.500000000E0
3.077660277E2,-2.201622575E1,-4.791179091E1,7.903566624E2,1.093999958E1,2.363999939E2,3.790092468E0,2.500000000E0
3.087656919E2,-2.201627898E1,-4.791187148E1,7.902491793E2,9.840000153E0,2.356000061E2,3.790092468E0,2.500000000E0
3.097663299E2,-2.201632618E1,-4.791194538E1,7.904073173E2,9.079999924E0,2.350000000E2,3.790092468E0,2.500000000E0
3.107656502E2,-2.201636843E1,-4.791200894E1,7.902476972E2,7.869999886E0,2.351999969E2,3.790092468E0,2.500000000E0
3.117656749E2,-2.201640312E1,-4.791206255E1,7.902167323E2,6.500000000E0,2.351999969E2,3.790092468E0,2.500000000E0
3.127660489E2,-2.201643418E1,-4.791210613E1,7.900513585E2,5.349999905E0,2.348999939E2,3.790092468E0,2.500000000E0
3.137664459E2,-2.201646128E1,-4.791213710E1,7.892883160E2,4.519999981E0,2.336999969E2,3.790092468E0,2.500000000E0
3.147661202E2,-2.201648282E1,-4.791216827E1,7.888647550E2,3.809999943E0,2.326000061E2,3.790092468E0,2.500000000E0
3.157656853E2,-2.201649886E1,-4.791219185E1,7.882956807E2,3.240000010E0,2.326999969E2,3.790092468E0,2.500000000E0
3.167664258E2,-2.201651493E1,-4.791221323E1,7.880984299E2,2.869999886E0,2.325000000E2,3.790092468E0,2.500000000E0
3.177665569E2,-2.201652670E1,-4.791223055E1,7.879802787E2,2.180000067E0,2.330000000E2,3.790092468E0,2.500000000E0
3.187661950E2,-2.201653307E1,-4.791224457E1,7.883386897E2,1.659999967E0,2.331999969E2,3.790092468E0,2.500000000E0
3.197662007E2,-2.201653697E1,-4.791225585E1,7.885131390E2,1.029999971E0,2.335000000E2,3.790092468E0,2.500000000E0
3.207656758E2,-2.201653534E1,-4.791225922E1,7.885491549E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.217664719E2,-2.201653474E1,-4.791225989E1,7.887671736E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.227666555E2,-2.201653454E1,-4.791226055E1,7.888113640E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.237657717E2,-2.201653346E1,-4.791225985E1,7.885535514E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.247664219E2,-2.201653330E1,-4.791225992E1,7.886485223E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.257659181E2,-2.201653325E1,-4.791225982E1,7.886662224E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.267657450E2,-2.201653343E1,-4.791225965E1,7.886768422E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.277663277E2,-2.201653397E1,-4.791225924E1,7.886667095E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.287657719E2,-2.201653380E1,-4.791225877E1,7.885620948E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.297661389E2,-2.201653403E1,-4.791225848E1,7.885520845E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.307663528E2,-2.201653444E1,-4.791225822E1,7.884910488E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.317672492E2,-2.201653471E1,-4.791225829E1,7.885296229E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.327659605E2,-2.201653478E1,-4.791225844E1,7.885576992E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.337663872E2,-2.201653489E1,-4.791225853E1,7.885657559E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.347657483E2,-2.201653509E1,-4.791225905E1,7.885143648E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.357659544E2,-2.201653508E1,-4.791225919E1,7.885362155E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.367664041E2,-2.201653514E1,-4.791225923E1,7.885440281E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.377656994E2,-2.201653515E1,-4.791225949E1,7.885821143E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.387658357E2,-2.201653517E1,-4.791225957E1,7.885846779E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.397658502E2,-2.201653517E1,-4.791225959E1,7.885845558E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.407664016E2,-2.201653518E1,-4.791225960E1,7.885856544E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.417658100E2,-2.201653518E1,-4.791225962E1,7.885849220E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.427663497E2,-2.201653522E1,-4.791225963E1,7.885861427E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.437657128E2,-2.201653526E1,-4.791225962E1,7.885819923E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.447658159E2,-2.201653526E1,-4.791225964E1,7.885851662E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.457661414E2,-2.201653526E1,-4.791225961E1,7.885972511E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.467659100E2,-2.201653527E1,-4.791225968E1,7.886040871E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.477661639E2,-2.201653528E1,-4.791225971E1,7.886086037E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.487659047E2,-2.201653526E1,-4.791225968E1,7.886053078E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.497665016E2,-2.201653524E1,-4.791225966E1,7.886031105E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.507660918E2,-2.201653513E1,-4.791225958E1,7.886690285E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.517655725E2,-2.201653511E1,-4.791225957E1,7.886700050E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.527663869E2,-2.201654454E1,-4.791227082E1,7.887491138E2,1.929999948E0,2.351999969E2,3.790092468E0,2.500000000E0
3.537656459E2,-2.201656005E1,-4.791229377E1,7.886335303E2,3.109999895E0,2.346000061E2,3.790092468E0,2.500000000E0
3.547661046E2,-2.201658099E1,-4.791232303E1,7.885919254E2,3.839999914E0,2.335000000E2,3.790092468E0,2.500000000E0
3.557662988E2,-2.201660710E1,-4.791236001E1,7.887628507E2,4.860000134E0,2.326999969E2,3.790092468E0,2.500000000E0
3.567660081E2,-2.201663935E1,-4.791240512E1,7.890448656E2,5.590000153E0,2.313000031E2,3.790092468E0,2.500000000E0
3.577654397E2,-2.201667368E1,-4.791245772E1,7.886589193E2,6.900000095E0,2.353000031E2,3.790092468E0,2.500000000E0
3.587659672E2,-2.201671317E1,-4.791252611E1,7.880145656E2,8.460000038E0,2.426000061E2,3.790092468E0,2.500000000E0
3.597662195E2,-2.201674684E1,-4.791260820E1,7.883692554E2,9.420000076E0,2.520000000E2,3.790092468E0,2.500000000E0
3.607664525E2,-2.201676726E1,-4.791270275E1,7.885885929E2,1.025000000E1,2.621000061E2,3.790092468E0,2.500000000E0
3.617654753E2,-2.201677537E1,-4.791281109E1,7.895270711E2,1.113000011E1,2.711000061E2,3.790092468E0,2.500000000E0
3.627661822E2,-2.201676751E1,-4.791292005E1,7.899189297E2,1.144999981E1,2.850000000E2,3.790092468E0,2.500000000E0
3.637446845E2,-2.201673525E1,-4.791302875E1,7.916969125E2,1.185999966E1,2.922000122E2,3.812590599E0,2.500000000E0
3.647500660E2,-2.201668684E1,-4.791313872E1,7.930645070E2,1.232999992E1,2.993999939E2,3.811211586E0,2.500000000E0
3.657489484E2,-2.201662627E1,-4.791323357E1,7.935324333E2,1.242000008E1,3.051000061E2,3.805763721E0,2.500000000E0
3.667522484E2,-2.201656237E1,-4.791333233E1,7.945145266E2,1.281000042E1,3.045000000E2,3.810197592E0,2.500000000E0
3.677536572E2,-2.201649148E1,-4.791343382E1,7.952056122E2,1.378999996E1,3.057000122E2,3.813666344E0,2.500000000E0
3.687574270E2,-2.201640891E1,-4.791353964E1,7.957217838E2,1.468000031E1,3.067999878E2,3.809640646E0,2.500000000E0
3.697574270E2,-2.201632854E1,-4.791365367E1,7.970669433E2,1.506000042E1,3.070000000E2,3.817096710E0,2.500000000E0
3.707574270E2,-2.201624359E1,-4.791377199E1,7.981768814E2,1.518999958E1,3.067999878E2,3.837167740E0,2.500000000E0
3.717574270E2,-2.201616340E1,-4.791388563E1,7.992593449E2,1.528999996E1,3.073999939E2,3.805591822E0,2.500000000E0
3.727574270E2,-2.201608258E1,-4.791400312E1,8.000636153E2,1.476000023E1,3.075000000E2,3.816260815E0,2.500000000E0
3.737574270E2,-2.201599982E1,-4.791411914E1,8.002575335E2,1.488000011E1,3.077000122E2,3.827972889E0,2.500000000E0
3.747574270E2,-2.201592137E1,-4.791423365E1,7.988971259E2,1.481999969E1,3.075000000E2,3.798668385E0,2.500000000E0
3.757574270E2,-2.201584048E1,-4.791434721E1,7.992076171E2,1.446000004E1,3.073999939E2,3.795530796E0,2.500000000E0
3.767574270E2,-2.201576288E1,-4.791445681E1,7.994452255E2,1.409000015E1,3.075000000E2,3.795399904E0,2.500000000E0
3.777574270E2,-2.201568636E1,-4.791456077E1,7.995253558E2,1.361999989E1,3.078999939E2,3.795481920E0,2.500000000E0
3.787574270E2,-2.201561274E1,-4.791466266E1,7.998988166E2,1.277999973E1,3.086000061E2,3.817955017E0,2.500000000E0
3.797574270E2,-2.201554240E1,-4.791475316E1,7.999989463E2,1.151000023E1,3.112000122E2,3.799993038E0,2.500000000E0
3.807574270E2,-2.201548190E1,-4.791482743E1,8.002816674E2,9.489999771E0,3.142000122E2,3.798983574E0,2.500000000E0
3.817574270E2,-2.201543039E1,-4.791488208E1,8.004853796E2,6.940000057E0,3.197000122E2,3.799193382E0,2.500000000E0
3.827574270E2,-2.201539345E1,-4.791491685E1,8.001823448E2,4.760000229E0,3.242999878E2,3.804739475E0,2.500000000E0
3.837574270E2,-2.201535974E1,-4.791494025E1,8.000154026E2,4.320000172E0,3.288999939E2,3.825888395E0,2.500000000E0
3.847574270E2,-2.201532334E1,-4.791496247E1,8.002941396E2,5.280000210E0,3.322000122E2,3.801401854E0,2.500000000E0
3.857574270E2,-2.201527300E1,-4.791498708E1,8.005839970E2,6.789999962E0,3.362000122E2,3.798096895E0,2.500000000E0
3.867574270E2,-2.201520583E1,-4.791501181E1,8.009657845E2,8.289999962E0,3.416000061E2,3.819993734E0,2.500000000E0
3.877574270E2,-2.201512900E1,-4.791503840E1,8.009110572E2,9.289999962E0,3.435000000E2,3.796607494E0,2.500000000E0
3.887574270E2,-2.201504560E1,-4.791506561E1,8.011713984E2,1.013000011E1,3.428999939E2,3.796852589E0,2.500000000E0
3.897574270E2,-2.201495689E1,-4.791509922E1,8.012689089E2,1.039000034E1,3.401000061E2,3.796987772E0,2.500000000E0
3.907574270E2,-2.201487146E1,-4.791514170E1,8.016386447E2,1.046000004E1,3.320000000E2,3.799123287E0,2.500000000E0
3.917574270E2,-2.201479601E1,-4.791520064E1,8.020459911E2,1.052000046E1,3.171000061E2,3.795442581E0,2.500000000E0
3.927574270E2,-2.201473399E1,-4.791527657E1,8.011918743E2,1.069999981E1,3.013999939E2,3.796408415E0,2.500000000E0
3.937574270E2,-2.201469324E1,-4.791536961E1,8.013011428E2,1.132999992E1,2.876000061E2,3.792681694E0,2.500000000E0
3.947574270E2,-2.201467347E1,-4.791548144E1,8.013845409E2,1.181000042E1,2.721000061E2,3.795510054E0,2.500000000E0
3.957574270E2,-2.201468247E1,-4.791559774E1,8.015880426E2,1.232999992E1,2.560000000E2,3.810266733E0,2.500000000E0
3.967574270E2,-2.201471997E1,-4.791570583E1,8.019284787E2,1.222000027E1,2.408000031E2,3.792905569E0,2.500000000E0
3.977574270E2,-2.201478377E1,-4.791580486E1,8.020945702E2,1.177999973E1,2.275000000E2,3.817409754E0,2.500000000E0
3.987574270E2,-2.201485452E1,-4.791587805E1,8.024093081E2,1.086999989E1,2.186000061E2,3.800973892E0,2.500000000E0
3.997574270E2,-2.201492554E1,-4.791593748E1,8.031158751E2,9.189999580E0,2.170000000E2,3.813300133E0,2.500000000E0
4.007574270E2,-2.201497971E1,-4.791598889E1,8.035436350E2,7.159999847E0,2.275000000E2,3.807650089E0,2.500000000E0
4.017574270E2,-2.201500830E1,-4.791604203E1,8.038202908E2,5.909999847E0,2.526000061E2,3.800439835E0,2.500000000E0
4.027574270E2,-2.201500967E1,-4.791609798E1,8.040129835E2,5.130000114E0,2.796000061E2,3.845526695E0,2.500000000E0
4.037574270E2,-2.201498931E1,-4.791614765E1,8.041779731E2,5.769999981E0,2.942999878E2,3.807110071E0,2.500000000E0
4.047574270E2,-2.201496051E1,-4.791620498E1,8.043979089E2,7.159999847E0,2.997000122E2,3.798136950E0,2.500000000E0
4.057574270E2,-2.201492161E1,-4.791627230E1,8.047804610E2,8.329999924E0,3.038999939E2,3.811243057E0,2.500000000E0
4.067574270E2,-2.201487677E1,-4.791633986E1,8.053962936E2,9.100000381E0,3.053999939E2,3.801425219E0,2.500000000E0
4.077574270E2,-2.201482618E1,-4.791641512E1,8.054552544E2,9.779999733E0,3.055000000E2,3.799874544E0,2.500000000E0
4.087574270E2,-2.201477243E1,-4.791649318E1,8.058505243E2,1.025000000E1,3.052999878E2,3.806765556E0,2.500000000E0
4.097574270E2,-2.201471748E1,-4.791657381E1,8.061773167E2,1.035000038E1,3.052999878E2,3.798057795E0,2.500000000E0
4.107574270E2,-2.201466341E1,-4.791665611E1,8.059975186E2,1.025000000E1,3.051000061E2,3.820757151E0,2.500000000E0
4.117574270E2,-2.201461008E1,-4.791673549E1,8.070933513E2,1.023999977E1,3.041000061E2,3.799171925E0,2.500000000E0
4.127574270E2,-2.201455385E1,-4.791681625E1,8.075693146E2,1.027000046E1,3.046000061E2,3.797225237E0,2.500000000E0
4.137574270E2,-2.201449845E1,-4.791689624E1,8.079965703E2,1.021000004E1,3.047000122E2,3.795928955E0,2.500000000E0
4.147574270E2,-2.201444746E1,-4.791697133E1,8.081609999E2,9.579999924E0,3.052999878E2,3.798656464E0,2.500000000E0
4.157574270E2,-2.201440650E1,-4.791704246E1,8.084463899E2,8.640000343E0,3.050000000E2,3.797587156E0,2.500000000E0
4.167574270E2,-2.201436551E1,-4.791710704E1,8.085168062E2,7.539999962E0,3.051000061E2,3.801013470E0,2.500000000E0
4.177574270E2,-2.201433160E1,-4.791715674E1,8.086857110E2,6.070000172E0,3.056000061E2,3.804292679E0,2.500000000E0
4.187574270E2,-2.201430116E1,-4.791720162E1,8.088723079E2,5.309999943E0,3.056000061E2,3.812650681E0,2.500000000E0
4.197574270E2,-2.201427575E1,-4.791724195E1,8.093146334E2,4.699999809E0,3.053999939E2,3.798909664E0,2.500000000E0
