"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
2.054653932E1,7.757006429E-1,8.393410593E-2,3.398835659E-2,-6.245705485E-1,7.826280295E1,5.098572038E0,9.066175512E0,-7.727542483E1
2.055153932E1,7.751688585E-1,8.345332742E-2,3.406038880E-2,-6.252908707E-1,7.835931126E1,5.041526041E0,9.042689043E0,-7.738392561E1
2.055653932E1,7.746443530E-1,8.292551339E-2,3.407074139E-2,-6.260101199E-1,7.845440099E1,4.984743941E0,9.010173408E0,-7.749214687E1
2.056153932E1,7.741312198E-1,8.236600459E-2,3.398401290E-2,-6.267230511E-1,7.854733554E1,4.932251643E0,8.966532868E0,-7.759908278E1
2.056653932E1,7.736293032E-1,8.179233223E-2,3.377653286E-2,-6.274287701E-1,7.863814955E1,4.887379486E0,8.910924481E0,-7.770442900E1
2.057153932E1,7.731327704E-1,8.121063560E-2,3.342851996E-2,-6.281346083E-1,7.872790307E1,4.852057490E0,8.842091947E0,-7.780916304E1
2.057653932E1,7.726380461E-1,8.061856776E-2,3.291341290E-2,-6.288464069E-1,7.881724453E1,4.827965736E0,8.757554627E0,-7.791404550E1
2.058153932E1,7.721473025E-1,8.000809699E-2,3.222863749E-2,-6.295621991E-1,7.890578345E1,4.814632686E0,8.656521086E0,-7.801882547E1
2.058653932E1,7.716567589E-1,7.938756049E-2,3.138472140E-2,-6.302844286E-1,7.899420330E1,4.812056491E0,8.540585918E0,-7.812394926E1
2.059153932E1,7.711615766E-1,7.875565439E-2,3.038583137E-2,-6.310182810E-1,7.908337539E1,4.819797856E0,8.410092648E0,-7.823027867E1
2.059653932E1,7.706556134E-1,7.812653482E-2,2.926102653E-2,-6.317673326E-1,7.917440217E1,4.837012622E0,8.268718547E0,-7.833852102E1
2.060153932E1,7.701319916E-1,7.749973238E-2,2.803450264E-2,-6.325381994E-1,7.926851388E1,4.861860880E0,8.118657872E0,-7.844984213E1
2.060653932E1,7.695843435E-1,7.689613849E-2,2.675765380E-2,-6.333332062E-1,7.936684415E1,4.892476193E0,7.966049705E0,-7.856481473E1
2.061153932E1,7.690077069E-1,7.630451024E-2,2.545440197E-2,-6.341583729E-1,7.947026954E1,4.926069459E0,7.812259060E0,-7.868449260E1
2.061653932E1,7.683954277E-1,7.572838664E-2,2.416164801E-2,-6.350196004E-1,7.957996497E1,4.960226853E0,7.660873149E0,-7.880990444E1
2.062153932E1,7.677467615E-1,7.515431941E-2,2.292629890E-2,-6.359175444E-1,7.969604211E1,4.990334104E0,7.515077243E0,-7.894132719E1
2.062653932E1,7.670524093E-1,7.458517700E-2,2.178584598E-2,-6.368618608E-1,7.982013873E1,5.013819097E0,7.378454556E0,-7.908028636E1
2.063153932E1,7.663125758E-1,7.398237288E-2,2.075088024E-2,-6.378566027E-1,7.995218733E1,5.026437085E0,7.249112954E0,-7.922744884E1
2.063653932E1,7.655250526E-1,7.333788276E-2,1.984492503E-2,-6.389046311E-1,8.009254868E1,5.025729548E0,7.128519309E0,-7.938327836E1
2.064153932E1,7.646912695E-1,7.265987992E-2,1.905898377E-2,-6.400035620E-1,8.024093240E1,5.013100315E0,7.016411664E0,-7.954734164E1
2.064653932E1,7.638177411E-1,7.196000218E-2,1.838283427E-2,-6.411445141E-1,8.039614520E1,4.990403231E0,6.912636735E0,-7.971823724E1
2.065153932E1,7.629110961E-1,7.125906646E-2,1.779778861E-2,-6.423177123E-1,8.055697961E1,4.960926141E0,6.816976921E0,-7.989440601E1
2.065653932E1,7.619798162E-1,7.058265060E-2,1.728667319E-2,-6.435106993E-1,8.072190730E1,4.928280688E0,6.729701713E0,-8.007389129E1
2.066153932E1,7.610237737E-1,6.996142119E-2,1.681825332E-2,-6.447211504E-1,8.089093035E1,4.897467120E0,6.650312026E0,-8.025623091E1
2.066653932E1,7.600457962E-1,6.942872703E-2,1.636384428E-2,-6.459429264E-1,8.106352931E1,4.873564808E0,6.578739288E0,-8.044040056E1
2.067153932E1,7.590391946E-1,6.901139766E-2,1.588233188E-2,-6.471821070E-1,8.124086306E1,4.861893848E0,6.513453451E0,-8.062721400E1
2.067653932E1,7.579996215E-1,6.871180981E-2,1.534566004E-2,-6.484441161E-1,8.142367022E1,4.864673799E0,6.452273615E0,-8.081746438E1
2.068153932E1,7.569284032E-1,6.852600724E-2,1.473972294E-2,-6.497278810E-1,8.161168827E1,4.882600349E0,6.393739424E0,-8.101100985E1
2.068653932E1,7.558249783E-1,6.844914705E-2,1.407304034E-2,-6.510339975E-1,8.180498629E1,4.914597858E0,6.338314049E0,-8.120801050E1
2.069153932E1,7.546969889E-1,6.846762449E-2,1.336354669E-2,-6.523542404E-1,8.200219926E1,4.958192193E0,6.286559701E0,-8.140731146E1
2.069653932E1,7.535558948E-1,6.855761260E-2,1.264903136E-2,-6.536768079E-1,8.220130693E1,5.008554172E0,6.239952125E0,-8.160724086E1
2.070153932E1,7.524022409E-1,6.870003045E-2,1.194887608E-2,-6.550025940E-1,8.240220382E1,5.062533718E0,6.198776045E0,-8.180799862E1
2.070653932E1,7.512406431E-1,6.885372102E-2,1.127549727E-2,-6.563303471E-1,8.260407840E1,5.115602179E0,6.161009406E0,-8.200946191E1
2.071153932E1,7.500732892E-1,6.898972392E-2,1.065636706E-2,-6.576601863E-1,8.280654635E1,5.163157816E0,6.126831258E0,-8.221170995E1
2.071653932E1,7.488938383E-1,6.909914315E-2,1.010149624E-2,-6.590002179E-1,8.301070122E1,5.203590783E0,6.096457756E0,-8.241599020E1
2.072153932E1,7.477005075E-1,6.917309761E-2,9.624326602E-3,-6.603532434E-1,8.321684112E1,5.235075344E0,6.070355152E0,-8.262274551E1
2.072653932E1,7.464901026E-1,6.922179461E-2,9.228994139E-3,-6.617217660E-1,8.342550480E1,5.258139238E0,6.049627478E0,-8.283234584E1
2.073153932E1,7.452552451E-1,6.924522668E-2,8.908885531E-3,-6.631141305E-1,8.363794554E1,5.273189941E0,6.033721023E0,-8.304606716E1
2.073653932E1,7.439952381E-1,6.922841817E-2,8.651805110E-3,-6.645326614E-1,8.385426014E1,5.279823531E0,6.020419601E0,-8.326428052E1
2.074153932E1,7.427033231E-1,6.914726645E-2,8.459710516E-3,-6.659871340E-1,8.407558154E1,5.275727280E0,6.008067184E0,-8.348853428E1
2.074653932E1,7.413738164E-1,6.896723062E-2,8.338831365E-3,-6.674869657E-1,8.430284898E1,5.257382302E0,5.994548504E0,-8.372034599E1
2.075153932E1,7.399987950E-1,6.864742935E-2,8.298056200E-3,-6.690444350E-1,8.453737415E1,5.220518136E0,5.977474477E0,-8.396169547E1
2.075653932E1,7.385699169E-1,6.814024597E-2,8.365057409E-3,-6.706723571E-1,8.478052699E1,5.158863822E0,5.955494428E0,-8.421468662E1
2.076153932E1,7.370846699E-1,6.741176546E-2,8.559812792E-3,-6.723753214E-1,8.503267448E1,5.067992623E0,5.927539199E0,-8.448014903E1
2.076653932E1,7.355482300E-1,6.647276878E-2,8.917256258E-3,-6.741443872E-1,8.529287771E1,4.946246714E0,5.897125451E0,-8.475681010E1
2.077153932E1,7.339841808E-1,6.535870582E-2,9.451355785E-3,-6.759483218E-1,8.555709947E1,4.795829159E0,5.867742675E0,-8.503989388E1
2.077653932E1,7.324050085E-1,6.413568556E-2,1.013571117E-2,-6.777660251E-1,8.582320972E1,4.624552009E0,5.841960431E0,-8.532611968E1
2.078153932E1,7.308192801E-1,6.288310885E-2,1.091161370E-2,-6.795806289E-1,8.608975754E1,4.443801214E0,5.820780425E0,-8.561278013E1
2.078653932E1,7.292310143E-1,6.167033315E-2,1.168300398E-2,-6.813827157E-1,8.635606810E1,4.266962794E0,5.801446600E0,-8.589821249E1
2.079153932E1,7.276541728E-1,6.055645272E-2,1.235086471E-2,-6.831542850E-1,8.661981222E1,4.106888125E0,5.780236381E0,-8.617931297E1
2.079653932E1,7.261077871E-1,5.962705240E-2,1.282334048E-2,-6.848705411E-1,8.687783833E1,3.978176124E0,5.756208699E0,-8.645181893E1
2.080153932E1,7.246087466E-1,5.896357074E-2,1.303596329E-2,-6.865096688E-1,8.712738023E1,3.892902235E0,5.730536846E0,-8.671195532E1
2.080653932E1,7.231596063E-1,5.861525983E-2,1.293801703E-2,-6.880676150E-1,8.736807336E1,3.859214007E0,5.703182880E0,-8.695881663E1
2.081153932E1,7.217528609E-1,5.854713917E-2,1.248002797E-2,-6.895573139E-1,8.760121971E1,3.878009327E0,5.667667055E0,-8.719429569E1
2.081653932E1,7.203666719E-1,5.866434053E-2,1.167023461E-2,-6.910095215E-1,8.783047630E1,3.940542169E0,5.617618701E0,-8.742338852E1
2.082153932E1,7.189743244E-1,5.882734433E-2,1.057215780E-2,-6.924619079E-1,8.806027287E1,4.029968601E0,5.547654046E0,-8.765243197E1
2.082653932E1,7.175500586E-1,5.888807029E-2,9.301448241E-3,-6.939507127E-1,8.829484516E1,4.124654159E0,5.455886684E0,-8.788766990E1
2.083153932E1,7.160744220E-1,5.871595070E-2,7.991619408E-3,-6.955041289E-1,8.853735746E1,4.203092768E0,5.343098773E0,-8.813401849E1
2.083653932E1,7.145305613E-1,5.821598694E-2,6.770923268E-3,-6.971449852E-1,8.879051968E1,4.247203390E0,5.212280428E0,-8.839540316E1
2.084153932E1,7.129065303E-1,5.730185285E-2,5.752007477E-3,-6.988903284E-1,8.905621322E1,4.240924071E0,5.065625560E0,-8.867470020E1
2.084653932E1,7.111893270E-1,5.593295768E-2,5.026172847E-3,-7.007538676E-1,8.933647038E1,4.173698913E0,4.907054330E0,-8.897417151E1
2.085153932E1,7.093694230E-1,5.408902466E-2,4.638551269E-3,-7.027431130E-1,8.963273402E1,4.040383791E0,4.738160203E0,-8.929505809E1
2.085653932E1,7.074376943E-1,5.179008842E-2,4.612492863E-3,-7.048605680E-1,8.994636068E1,3.840914397E0,4.561877397E0,-8.963785201E1
2.086153932E1,7.053831708E-1,4.907715321E-2,4.925681278E-3,-7.071080208E-1,9.027898369E1,3.580608337E0,4.379063131E0,-9.000298987E1
2.086653932E1,7.032053202E-1,4.600779712E-2,5.504935980E-3,-7.094753385E-1,9.063052729E1,3.270323860E0,4.187751644E0,-9.038899818E1
2.087153932E1,7.009106486E-1,4.264555499E-2,6.238724571E-3,-7.119457126E-1,9.099977760E1,2.924582996E0,3.983443944E0,-9.079326737E1
2.087653932E1,6.985184449E-1,3.907598183E-2,7.006770466E-3,-7.144899964E-1,9.138348169E1,2.560504626E0,3.762883926E0,-9.121107453E1
2.088153932E1,6.960465130E-1,3.539177030E-2,7.682442199E-3,-7.170827389E-1,9.177866092E1,2.196293914E0,3.523178974E0,-9.163815930E1
2.088653932E1,6.935154933E-1,3.169623762E-2,8.168473840E-3,-7.196977735E-1,9.218192211E1,1.848588546E0,3.264953267E0,-9.207007987E1
2.089153932E1,6.909553207E-1,2.809127793E-2,8.399778977E-3,-7.223026156E-1,9.258844313E1,1.531222108E0,2.991542744E0,-9.250133836E1
2.089653932E1,6.883981433E-1,2.467741258E-2,8.313870057E-3,-7.248654366E-1,9.299311717E1,1.257593227E0,2.706634305E0,-9.292650830E1
2.090153932E1,6.858775643E-1,2.156052925E-2,7.900405675E-3,-7.273545861E-1,9.339067651E1,1.037058568E0,2.418698846E0,-9.334029514E1
2.090653932E1,6.834245998E-1,1.887054183E-2,7.165625226E-3,-7.297419906E-1,9.377632708E1,8.792823144E-1,2.139668603E0,-9.373804342E1
2.091153932E1,6.810590413E-1,1.671455801E-2,6.145173684E-3,-7.320119143E-1,9.414708840E1,7.894435334E-1,1.881986998E0,-9.411721552E1
2.091653932E1,6.787966815E-1,1.516303141E-2,4.893638194E-3,-7.341533899E-1,9.450063419E1,7.680999146E-1,1.656511522E0,-9.447608098E1
2.092153932E1,6.766474031E-1,1.423990261E-2,3.461518791E-3,-7.361613512E-1,9.483557692E1,8.124228614E-1,1.469808678E0,-9.481384563E1
2.092653932E1,6.746107664E-1,1.391944848E-2,1.911263680E-3,-7.380399108E-1,9.515213746E1,9.146806451E-1,1.325079303E0,-9.513122141E1
2.093153932E1,6.726772087E-1,1.414314844E-2,3.234597971E-4,-7.398008108E-1,9.545193831E1,1.063080425E0,1.224010788E0,-9.543015577E1
2.093653932E1,6.708456694E-1,1.482429169E-2,-1.216025674E-3,-7.414478064E-1,9.573526487E1,1.243264525E0,1.166126740E0,-9.571114291E1
2.094153932E1,6.691142418E-1,1.587923616E-2,-2.593174810E-3,-7.429853678E-1,9.600252336E1,1.438763062E0,1.153202396E0,-9.597468511E1
2.094653932E1,6.674829116E-1,1.723562926E-2,-3.712761682E-3,-7.444163561E-1,9.625381859E1,1.635602710E0,1.186368603E0,-9.622091335E1
2.095153932E1,6.659575606E-1,1.880840398E-2,-4.507576115E-3,-7.457388639E-1,9.648834235E1,1.821273897E0,1.263394495E0,-9.644911966E1
2.095653932E1,6.645501805E-1,2.050238848E-2,-4.932313226E-3,-7.469460368E-1,9.670434856E1,1.984441313E0,1.379404027E0,-9.665778909E1
2.096153932E1,6.632688260E-1,2.223405614E-2,-4.970961716E-3,-7.480343580E-1,9.690069777E1,2.117237370E0,1.528231446E0,-9.684608589E1
2.096653932E1,6.621161032E-1,2.392937057E-2,-4.625957459E-3,-7.490048409E-1,9.707708155E1,2.214164299E0,1.703114989E0,-9.701407976E1
2.097153932E1,6.610854467E-1,2.554406412E-2,-3.912340384E-3,-7.498654723E-1,9.723458450E1,2.273110585E0,1.898925827E0,-9.716317418E1
2.097653932E1,6.601664249E-1,2.703819983E-2,-2.844961360E-3,-7.506271601E-1,9.737486694E1,2.292303880E0,2.110962907E0,-9.729538019E1
2.098153932E1,6.593464246E-1,2.837312222E-2,-1.452401979E-3,-7.513023019E-1,9.749990710E1,2.271265871E0,2.333632580E0,-9.741305329E1
2.098653932E1,6.586065434E-1,2.951303311E-2,1.945316326E-4,-7.519084811E-1,9.761262747E1,2.213365638E0,2.558444317E0,-9.751947890E1
2.099153932E1,6.579330369E-1,3.044764698E-2,2.035519341E-3,-7.524579167E-1,9.771515139E1,2.123027144E0,2.779913907E0,-9.761697806E1
2.099653932E1,6.573126031E-1,3.117784858E-2,3.983901814E-3,-7.529622912E-1,9.780952549E1,2.007795754E0,2.991558542E0,-9.770767553E1
2.100153932E1,6.567275444E-1,3.173332289E-2,5.954005290E-3,-7.534364462E-1,9.789845663E1,1.877294597E0,3.189492676E0,-9.779412170E1
2.100653932E1,6.561568428E-1,3.216324374E-2,7.858852856E-3,-7.538978457E-1,9.798514757E1,1.742710963E0,3.371445907E0,-9.787918559E1
2.101153932E1,6.555864590E-1,3.253097087E-2,9.627451189E-3,-7.543576360E-1,9.807173330E1,1.614943289E0,3.537581614E0,-9.796454457E1
2.101653932E1,6.549982539E-1,3.289663792E-2,1.119489968E-2,-7.548309565E-1,9.816096489E1,1.504091423E0,3.688274266E0,-9.805249468E1
2.102153932E1,6.543767441E-1,3.331607953E-2,1.251706015E-2,-7.553306818E-1,9.825518346E1,1.418136711E0,3.825102970E0,-9.814494738E1
2.102653932E1,6.537164879E-1,3.381408378E-2,1.355475839E-2,-7.558621764E-1,9.835520246E1,1.362334956E0,3.947335356E0,-9.824248492E1
2.103153932E1,6.530135651E-1,3.440761939E-2,1.429867931E-2,-7.564290762E-1,9.846160199E1,1.338776003E0,4.055820030E0,-9.834551903E1
2.103653932E1,6.522654327E-1,3.508875147E-2,1.474993583E-2,-7.570343614E-1,9.857475130E1,1.346779387E0,4.150039028E0,-9.845442507E1
2.104153932E1,6.514646035E-1,3.585739806E-2,1.494510192E-2,-7.576838136E-1,9.869576414E1,1.383149485E0,4.232824952E0,-9.857029577E1
2.104653932E1,6.506160668E-1,3.667400405E-2,1.491283905E-2,-7.583741546E-1,9.882386643E1,1.442477731E0,4.302963215E0,-9.869262077E1
2.105153932E1,6.497261342E-1,3.749722615E-2,1.470249426E-2,-7.591006160E-1,9.895808650E1,1.517436477E0,4.360608472E0,-9.882074930E1
2.105653932E1,6.487963082E-1,3.830472007E-2,1.437835209E-2,-7.598614097E-1,9.909817994E1,1.600792744E0,4.408664218E0,-9.895465572E1
2.106153932E1,6.478291499E-1,3.907903284E-2,1.399775129E-2,-7.606538534E-1,9.924374333E1,1.686280169E0,4.449910635E0,-9.909412966E1
2.106653932E1,6.468309194E-1,3.981153294E-2,1.361277886E-2,-7.614719272E-1,9.939381856E1,1.768760022E0,4.487469064E0,-9.923834288E1
2.107153932E1,6.457984846E-1,4.048076645E-2,1.326841209E-2,-7.623185515E-1,9.954886093E1,1.842689399E0,4.522806981E0,-9.938799230E1
2.107653932E1,6.447276529E-1,4.108362272E-2,1.300677937E-2,-7.631967068E-1,9.970948222E1,1.904126066E0,4.558759051E0,-9.954378775E1
2.108153932E1,6.436093896E-1,4.162182286E-2,1.286556106E-2,-7.641132474E-1,9.987701565E1,1.949831645E0,4.598243381E0,-9.970711946E1
2.108653932E1,6.424362824E-1,4.209839553E-2,1.286686584E-2,-7.650737166E-1,1.000525445E2,1.978022343E0,4.643118358E0,-9.987909999E1
2.109153932E1,6.412037687E-1,4.249790311E-2,1.299440209E-2,-7.660827637E-1,1.002367197E2,1.988924078E0,4.690769191E0,-1.000605264E2
2.109653932E1,6.399141475E-1,4.280827567E-2,1.324495394E-2,-7.671387792E-1,1.004291640E2,1.981916879E0,4.739814341E0,-1.002511483E2
2.110153932E1,6.385820257E-1,4.302153364E-2,1.358997077E-2,-7.682300806E-1,1.006276684E2,1.959001518E0,4.787330633E0,-1.004488101E2
2.110653932E1,6.372272570E-1,4.315594956E-2,1.400957070E-2,-7.693391442E-1,1.008292552E2,1.923403779E0,4.833340121E0,-1.006503570E2
2.111153932E1,6.358772018E-1,4.320629686E-2,1.446072850E-2,-7.704442143E-1,1.010298494E2,1.878720471E0,4.874102979E0,-1.008517013E2
2.111653932E1,6.345619902E-1,4.318043217E-2,1.490933169E-2,-7.715207338E-1,1.012249887E2,1.828767967E0,4.907709560E0,-1.010482535E2
2.112153932E1,6.333122444E-1,4.307626560E-2,1.532157511E-2,-7.725446820E-1,1.014101622E2,1.776626547E0,4.931424228E0,-1.012354539E2
2.112653932E1,6.321562064E-1,4.290671274E-2,1.567108370E-2,-7.734933496E-1,1.015812334E2,1.725815138E0,4.944415418E0,-1.014089924E2
2.113153932E1,6.311074651E-1,4.269251227E-2,1.592717879E-2,-7.743558884E-1,1.017362467E2,1.680711474E0,4.946293680E0,-1.015666749E2
2.113653932E1,6.301711696E-1,4.244660586E-2,1.605520025E-2,-7.751289010E-1,1.018744955E2,1.645418972E0,4.935729828E0,-1.017076254E2
2.114153932E1,6.293443417E-1,4.219024628E-2,1.602639258E-2,-7.758149505E-1,1.019964684E2,1.624063970E0,4.912591822E0,-1.018321097E2
2.114653932E1,6.286168069E-1,4.194720462E-2,1.581425220E-2,-7.764220834E-1,1.021037068E2,1.620699507E0,4.877156630E0,-1.019414402E2
2.115153932E1,6.279756056E-1,4.175031558E-2,1.541462913E-2,-7.769594193E-1,1.021981524E2,1.638015746E0,4.832129212E0,-1.020372940E2
2.115653932E1,6.274182063E-1,4.161313921E-2,1.486139745E-2,-7.774277329E-1,1.022802034E2,1.673962894E0,4.781209884E0,-1.021200135E2
2.116153932E1,6.269370995E-1,4.155679047E-2,1.417017914E-2,-7.778316736E-1,1.023509859E2,1.728622761E0,4.727450960E0,-1.021905855E2
2.116653932E1,6.265364783E-1,4.159540311E-2,1.336135808E-2,-7.781666517E-1,1.024099001E2,1.801209445E0,4.673587652E0,-1.022483255E2
2.117153932E1,6.262126139E-1,4.175438359E-2,1.244486403E-2,-7.784339786E-1,1.024575089E2,1.892632644E0,4.622613314E0,-1.022936012E2
2.117653932E1,6.259574703E-1,4.207638651E-2,1.142838784E-2,-7.786374092E-1,1.024950044E2,2.005222698E0,4.578901494E0,-1.023272501E2
2.118153932E1,6.257569413E-1,4.260317236E-2,1.030682027E-2,-7.787855864E-1,1.025244669E2,2.142355865E0,4.545836474E0,-1.023509605E2
2.118653932E1,6.256020844E-1,4.337412119E-2,9.092329070E-3,-7.788825631E-1,1.025472150E2,2.305730406E0,4.527815008E0,-1.023656509E2
2.119153932E1,6.254831812E-1,4.441897944E-2,7.795647252E-3,-7.789332271E-1,1.025646791E2,2.496481599E0,4.528267744E0,-1.023723698E2
2.119653932E1,6.253815787E-1,4.574709386E-2,6.439112127E-3,-7.789503336E-1,1.025796004E2,2.713192251E0,4.549666175E0,-1.023736063E2
2.120153932E1,6.252693326E-1,4.733934253E-2,5.045253318E-3,-7.789555788E-1,1.025960830E2,2.952322505E0,4.592001570E0,-1.023734265E2
2.120653932E1,6.251089883E-1,4.912757128E-2,3.611990018E-3,-7.789815068E-1,1.026196253E2,3.208923715E0,4.649193286E0,-1.023777347E2
2.121153932E1,6.248511434E-1,5.106192082E-2,2.157488838E-3,-7.790693641E-1,1.026574748E2,3.477472580E0,4.718354582E0,-1.023941048E2
2.121653932E1,6.244451420E-1,5.313694105E-2,6.870571524E-4,-7.792587876E-1,1.027170521E2,3.756778559E0,4.799716663E0,-1.024298581E2
2.122153932E1,6.238546240E-1,5.532400310E-2,-7.876309101E-4,-7.795794010E-1,1.028036616E2,4.043462331E0,4.891906023E0,-1.024904655E2
2.122653932E1,6.230607462E-1,5.756661296E-2,-2.257130574E-3,-7.800489068E-1,1.029200150E2,4.332408186E0,4.990863595E0,-1.025791747E2
2.123153932E1,6.220613361E-1,5.979430303E-2,-3.686201060E-3,-7.806732655E-1,1.030663582E2,4.615269880E0,5.093053753E0,-1.026970786E2
2.123653932E1,6.208799129E-1,6.192473695E-2,-5.042047240E-3,-7.814397216E-1,1.032391622E2,4.883226211E0,5.193516488E0,-1.028417717E2
2.124153932E1,6.195609635E-1,6.391232461E-2,-6.275288761E-3,-7.823171020E-1,1.034318384E2,5.128783587E0,5.291539907E0,-1.030074686E2
2.124653932E1,6.181581939E-1,6.576989591E-2,-7.341046352E-3,-7.832629681E-1,1.036364791E2,5.349150216E0,5.391141701E0,-1.031863322E2
2.125153932E1,6.167518805E-1,6.759309769E-2,-8.193445392E-3,-7.842073441E-1,1.038413488E2,5.547601414E0,5.503546273E0,-1.033655037E2
2.125653932E1,6.153837111E-1,6.940235198E-2,-8.789959364E-3,-7.851171494E-1,1.040403866E2,5.722007188E0,5.633199463E0,-1.035387512E2
2.126153932E1,6.140772755E-1,7.115555555E-2,-9.040412493E-3,-7.859798074E-1,1.042301919E2,5.861308877E0,5.782397059E0,-1.037034930E2
2.126653932E1,6.128990932E-1,7.286498696E-2,-8.840280585E-3,-7.867447138E-1,1.044011545E2,5.957381478E0,5.958949023E0,-1.038502039E2
2.127153932E1,6.119628330E-1,7.453496754E-2,-8.140875958E-3,-7.873244286E-1,1.045368714E2,6.006979739E0,6.165606898E0,-1.039625575E2
2.127653932E1,6.113557971E-1,7.612407953E-2,-7.074027788E-3,-7.876542211E-1,1.046247988E2,6.019838144E0,6.388496620E0,-1.040284514E2
2.128153932E1,6.110829856E-1,7.766908407E-2,-5.798428319E-3,-7.877255082E-1,1.046642977E2,6.013226120E0,6.619613523E0,-1.040464384E2
2.128653932E1,6.110977871E-1,7.925680280E-2,-4.439047538E-3,-7.875646949E-1,1.046621550E2,6.004576994E0,6.858303414E0,-1.040217025E2
2.129153932E1,6.113332924E-1,8.095981926E-2,-3.063373966E-3,-7.872151732E-1,1.046280575E2,6.004908631E0,7.106849835E0,-1.039625719E2
2.129653932E1,6.117368508E-1,8.280377090E-2,-1.702087233E-3,-7.867138386E-1,1.045696104E2,6.018616210E0,7.365779397E0,-1.038760441E2
2.130153932E1,6.122477703E-1,8.473404497E-2,-3.925625933E-4,-7.861123681E-1,1.044955811E2,6.044769181E0,7.627970901E0,-1.037716067E2
2.130653932E1,6.127759471E-1,8.660722524E-2,8.242613403E-4,-7.854961157E-1,1.044190124E2,6.075897311E0,7.878303408E0,-1.036646933E2
2.131153932E1,6.132267237E-1,8.824457228E-2,1.905198442E-3,-7.849600315E-1,1.043536329E2,6.101890862E0,8.098398638E0,-1.035722894E2
2.131653932E1,6.135290277E-1,8.950226009E-2,2.820995869E-3,-7.845785618E-1,1.043097712E2,6.113966501E0,8.273854160E0,-1.035075856E2
2.132153932E1,6.136299793E-1,9.026081860E-2,3.530691145E-3,-7.844098210E-1,1.042951211E2,6.106294029E0,8.391485842E0,-1.034807244E2
2.132653932E1,6.134862678E-1,9.047409892E-2,4.009577911E-3,-7.844953537E-1,1.043159761E2,6.077081312E0,8.445736001E0,-1.034990665E2
2.133153932E1,6.130756626E-1,9.017787129E-2,4.260961432E-3,-7.848490477E-1,1.043755456E2,6.028359338E0,8.440172670E0,-1.035652545E2
2.133653932E1,6.124184212E-1,8.948549628E-2,4.288870841E-3,-7.854410410E-1,1.044708465E2,5.968363393E0,8.385017204E0,-1.036741054E2
2.134153932E1,6.115644111E-1,8.854500204E-2,4.107515328E-3,-7.862136364E-1,1.045945875E2,5.907322005E0,8.294116912E0,-1.038154407E2
2.134653932E1,6.105717748E-1,8.746494353E-2,3.705672454E-3,-7.871075273E-1,1.047382850E2,5.854959554E0,8.175968983E0,-1.039785838E2
2.135153932E1,6.095028860E-1,8.632575721E-2,3.098159563E-3,-7.880637646E-1,1.048928659E2,5.816584028E0,8.038418697E0,-1.041529150E2
2.135653932E1,6.084223678E-1,8.521684259E-2,2.323203953E-3,-7.890214920E-1,1.050489658E2,5.795950218E0,7.891801919E0,-1.043275148E2
2.136153932E1,6.073878759E-1,8.419211209E-2,1.411083620E-3,-7.899301648E-1,1.051982638E2,5.794784539E0,7.742771944E0,-1.044931943E2
2.136653932E1,6.064388570E-1,8.329430223E-2,4.076517071E-4,-7.907552123E-1,1.053350957E2,5.812323608E0,7.598199348E0,-1.046437182E2
2.137153932E1,6.055997668E-1,8.254274726E-2,-6.304132985E-4,-7.914766073E-1,1.054559740E2,5.844932530E0,7.463683770E0,-1.047754825E2
2.137653932E1,6.048802900E-1,8.194033056E-2,-1.624521567E-3,-7.920877337E-1,1.055595437E2,5.885634104E0,7.344940955E0,-1.048873480E2
2.138153932E1,6.042847131E-1,8.146417141E-2,-2.497489797E-3,-7.925890088E-1,1.056452242E2,5.925682168E0,7.245255519E0,-1.049793523E2
2.138653932E1,6.037933930E-1,8.107879013E-2,-3.183380468E-3,-7.930004001E-1,1.057158695E2,5.956253831E0,7.166135071E0,-1.050551416E2
2.139153932E1,6.033760386E-1,8.073367178E-2,-3.640235169E-3,-7.933512330E-1,1.057758536E2,5.969575561E0,7.106119055E0,-1.051200567E2
2.139653932E1,6.029903872E-1,8.035903424E-2,-3.857539967E-3,-7.936813831E-1,1.058312602E2,5.959296648E0,7.059893283E0,-1.051813781E2
2.140153932E1,6.025955410E-1,7.989499718E-2,-3.856048454E-3,-7.940280437E-1,1.058879667E2,5.922668608E0,7.020846387E0,-1.052459233E2
2.140653932E1,6.021606406E-1,7.930660993E-2,-3.671604674E-3,-7.944177389E-1,1.059504013E2,5.860207646E0,6.983491818E0,-1.053185896E2
2.141153932E1,6.016701736E-1,7.857301086E-2,-3.356405767E-3,-7.948635221E-1,1.060207822E2,5.775080667E0,6.942358215E0,-1.054017626E2
2.141653932E1,6.011248819E-1,7.771360129E-2,-2.961130813E-3,-7.953619957E-1,1.060989921E2,5.673330880E0,6.895615642E0,-1.054948272E2
2.142153932E1,6.005196580E-1,7.675825804E-2,-2.541128779E-3,-7.959132195E-1,1.061857510E2,5.562125675E0,6.842116038E0,-1.055978426E2
2.142653932E1,5.998583670E-1,7.574755698E-2,-2.138188574E-3,-7.965096831E-1,1.062804908E2,5.448227509E0,6.782582273E0,-1.057094615E2
2.143153932E1,5.991440548E-1,7.473552227E-2,-1.792630763E-3,-7.971435189E-1,1.063827607E2,5.339197290E0,6.719098524E0,-1.058282935E2
