"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
8.965393410E-1,8.851165518E-1,-3.243257105E-2,4.095650464E-2,4.624277055E-1,5.546826478E1,-1.125235052E0,5.883034626E0,5.511166701E1
9.015393410E-1,8.850745282E-1,-3.189188614E-2,4.124634713E-2,4.625199735E-1,5.547861167E1,-1.054060552E0,5.883924647E0,5.512693332E1
9.065393410E-1,8.850395856E-1,-3.127057850E-2,4.146194085E-2,4.626099765E-1,5.548721379E1,-9.786384112E-1,5.872959586E0,5.514191371E1
9.115393410E-1,8.850140254E-1,-3.059460036E-2,4.159513116E-2,4.626921117E-1,5.549350535E1,-9.020924810E-1,5.850682719E0,5.515572733E1
9.165393410E-1,8.850033010E-1,-2.990523167E-2,4.164961353E-2,4.627527893E-1,5.549614494E1,-8.285278544E-1,5.819653278E0,5.516645180E1
9.215393410E-1,8.850033466E-1,-2.926005796E-2,4.164760932E-2,4.627941251E-1,5.549613374E1,-7.626150237E-1,5.785200326E0,5.517423275E1
9.265393410E-1,8.850049984E-1,-2.867394686E-2,4.163533077E-2,4.628287554E-1,5.549572718E1,-7.033197944E-1,5.752830009E0,5.518086138E1
9.315393410E-1,8.850086180E-1,-2.816127799E-2,4.161543399E-2,4.628551006E-1,5.549483630E1,-6.519737829E-1,5.723577851E0,5.518609433E1
9.365393410E-1,8.850190315E-1,-2.772586234E-2,4.159319401E-2,4.628634751E-1,5.549227316E1,-6.087441046E-1,5.698178433E0,5.518868839E1
9.415393410E-1,8.850420676E-1,-2.735870890E-2,4.156037793E-2,4.628442228E-1,5.548660280E1,-5.732133443E-1,5.675313278E0,5.518738912E1
9.465393410E-1,8.850805182E-1,-2.705902234E-2,4.151186720E-2,4.627926648E-1,5.547713696E1,-5.456007246E-1,5.654419611E0,5.518157131E1
9.515393410E-1,8.851287385E-1,-2.681851573E-2,4.147731885E-2,4.627175331E-1,5.546526386E1,-5.234217777E-1,5.638080066E0,5.517253918E1
9.565393410E-1,8.851848210E-1,-2.662640996E-2,4.145308211E-2,4.626235068E-1,5.545145197E1,-5.057424344E-1,5.625353735E0,5.516092492E1
9.615393410E-1,8.852425064E-1,-2.645968273E-2,4.145471379E-2,4.625225365E-1,5.543724200E1,-4.893114945E-1,5.616606393E0,5.514843738E1
9.665393410E-1,8.852987117E-1,-2.630789764E-2,4.146451131E-2,4.624227285E-1,5.542339340E1,-4.739586033E-1,5.609487515E0,5.513608469E1
9.715393410E-1,8.853488892E-1,-2.613649331E-2,4.148590937E-2,4.623344541E-1,5.541102732E1,-4.559136504E-1,5.602516444E0,5.512535438E1
9.765393410E-1,8.853871915E-1,-2.592123859E-2,4.152286053E-2,4.622699022E-1,5.540158612E1,-4.324199650E-1,5.594814922E0,5.511793419E1
9.815393410E-1,8.854139225E-1,-2.563732117E-2,4.157036915E-2,4.622302651E-1,5.539499629E1,-4.012085068E-1,5.584557424E0,5.511404476E1
9.865393410E-1,8.854335208E-1,-2.527998015E-2,4.162160307E-2,4.622077942E-1,5.539016438E1,-3.622081202E-1,5.570791340E0,5.511266466E1
9.915393410E-1,8.854492621E-1,-2.486391924E-2,4.167235270E-2,4.621956348E-1,5.538628313E1,-3.171856889E-1,5.553864671E0,5.511282974E1
9.965393410E-1,8.854649362E-1,-2.441849746E-2,4.171273857E-2,4.621857107E-1,5.538241817E1,-2.697109024E-1,5.534326987E0,5.511333715E1
1.001539341E0,8.854849192E-1,-2.396733128E-2,4.171003401E-2,4.621712863E-1,5.537749038E1,-2.239768540E-1,5.510101100E0,5.511306730E1
1.006539341E0,8.855167788E-1,-2.350987121E-2,4.160626978E-2,4.621430933E-1,5.536963299E1,-1.830745809E-1,5.475260700E0,5.511053288E1
1.011539341E0,8.855679965E-1,-2.304272726E-2,4.136733711E-2,4.620899260E-1,5.535699924E1,-1.485430087E-1,5.426157044E0,5.510412208E1
1.016539341E0,8.856502400E-1,-2.258777618E-2,4.097680748E-2,4.619895518E-1,5.533670687E1,-1.236138307E-1,5.362279737E0,5.509079942E1
1.021539341E0,8.857663829E-1,-2.217965014E-2,4.045851156E-2,4.618323147E-1,5.530803866E1,-1.105863646E-1,5.287890436E0,5.506932730E1
1.026539341E0,8.859199348E-1,-2.185888216E-2,3.983509541E-2,4.616072178E-1,5.527011553E1,-1.124259961E-1,5.207437025E0,5.503828243E1
1.031539341E0,8.861057122E-1,-2.165543661E-2,3.914667293E-2,4.613190293E-1,5.522420152E1,-1.299972436E-1,5.126577226E0,5.499841216E1
1.036539341E0,8.863144420E-1,-2.164845727E-2,3.846543282E-2,4.609755576E-1,5.517257294E1,-1.674648144E-1,5.056827735E0,5.495083576E1
1.041539341E0,8.865247577E-1,-2.197647467E-2,3.788969293E-2,4.606031477E-1,5.512050703E1,-2.335819992E-1,5.015496109E0,5.489897260E1
1.046539341E0,8.867232159E-1,-2.256873809E-2,3.738151863E-2,4.602338672E-1,5.507133496E1,-3.229994996E-1,4.994948699E0,5.484703303E1
1.051539341E0,8.868963244E-1,-2.332030423E-2,3.689750656E-2,4.599017799E-1,5.502841073E1,-4.271513204E-1,4.985212118E0,5.479957143E1
1.056539341E0,8.870450520E-1,-2.413679473E-2,3.640414774E-2,4.596120417E-1,5.499150735E1,-5.381703396E-1,4.977892810E0,5.475741732E1
1.061539341E0,8.871696358E-1,-2.496054769E-2,3.590858728E-2,4.593665004E-1,5.496057712E1,-6.497896982E-1,4.970688475E0,5.472102567E1
1.066539341E0,8.872659843E-1,-2.578657866E-2,3.545453399E-2,4.591700137E-1,5.493664582E1,-7.591662171E-1,4.967810340E0,5.469120203E1
1.071539341E0,8.873341372E-1,-2.664569579E-2,3.509538248E-2,4.590168297E-1,5.491971202E1,-8.666628051E-1,4.976336876E0,5.466727625E1
1.076539341E0,8.873721047E-1,-2.756929025E-2,3.483936936E-2,4.589083791E-1,5.491027623E1,-9.750495974E-1,4.998779706E0,5.464932478E1
1.081539341E0,8.873762455E-1,-2.856736071E-2,3.462393209E-2,4.588556290E-1,5.490924706E1,-1.088591717E0,5.029319063E0,5.463848474E1
1.086539341E0,8.873489254E-1,-2.958191931E-2,3.426052257E-2,4.588714540E-1,5.491603700E1,-1.211238907E0,5.045721696E0,5.463597604E1
1.091539341E0,8.872573664E-1,-3.068777360E-2,3.383238614E-2,4.590076208E-1,5.493878676E1,-1.345933900E0,5.060517917E0,5.464856531E1
1.096539341E0,8.871026729E-1,-3.184142336E-2,3.325550631E-2,4.592701197E-1,5.497720390E1,-1.492628400E0,5.062923071E0,5.467694935E1
1.101539341E0,8.868932230E-1,-3.301978111E-2,3.244976327E-2,4.596489072E-1,5.502918002E1,-1.653255719E0,5.043610214E0,5.471975997E1
1.106539341E0,8.866386913E-1,-3.415296599E-2,3.134779632E-2,4.601333737E-1,5.509228259E1,-1.824325507E0,4.992088011E0,5.477582380E1
1.111539341E0,8.863300442E-1,-3.517384827E-2,2.996079996E-2,4.607430995E-1,5.516871202E1,-1.998341660E0,4.906073053E0,5.484812998E1
1.116539341E0,8.859566277E-1,-3.607704490E-2,2.842694335E-2,4.614880383E-1,5.526104983E1,-2.167478695E0,4.799452841E0,5.493848100E1
1.121539341E0,8.855258579E-1,-3.685036674E-2,2.682592534E-2,4.623487592E-1,5.536739365E1,-2.326467609E0,4.679708665E0,5.504464564E1
1.126539341E0,8.850569522E-1,-3.744289279E-2,2.515599690E-2,4.632919133E-1,5.548293865E1,-2.470472854E0,4.543902791E0,5.516248896E1
1.131539341E0,8.845747227E-1,-3.782712668E-2,2.340804040E-2,4.642722607E-1,5.560153622E1,-2.597497957E0,4.389510663E0,5.528623209E1
1.136539341E0,8.840959355E-1,-3.800380975E-2,2.161320858E-2,4.652557969E-1,5.571905736E1,-2.706207287E0,4.219595783E0,5.541149499E1
1.141539341E0,8.836409618E-1,-3.792720661E-2,1.976715773E-2,4.662075043E-1,5.583052239E1,-2.792406577E0,4.031105664E0,5.553381787E1
1.146539341E0,8.832279611E-1,-3.758349270E-2,1.784846745E-2,4.670945108E-1,5.593152748E1,-2.856030552E0,3.820943038E0,5.564890244E1
1.151539341E0,8.828714971E-1,-3.694189340E-2,1.586754061E-2,4.678904116E-1,5.601857110E1,-2.893538913E0,3.588345722E0,5.575333151E1
1.156539341E0,8.825827700E-1,-3.603750467E-2,1.386270020E-2,4.685688615E-1,5.608898329E1,-2.906542271E0,3.338914052E0,5.584350764E1
1.161539341E0,8.823602876E-1,-3.497653082E-2,1.190096792E-2,4.691218734E-1,5.614318493E1,-2.902193373E0,3.085057346E0,5.591804293E1
1.166539341E0,8.822007803E-1,-3.387753665E-2,1.005378738E-2,4.695455432E-1,5.618201490E1,-2.888590789E0,2.840341604E0,5.597606330E1
1.171539341E0,8.820897368E-1,-3.289512545E-2,8.416641504E-3,4.698561132E-1,5.620903243E1,-2.876094862E0,2.622794712E0,5.601925379E1
1.176539341E0,8.820135877E-1,-3.209725767E-2,7.008812390E-3,4.700773060E-1,5.622755305E1,-2.870366796E0,2.438105092E0,5.605050218E1
1.181539341E0,8.819522792E-1,-3.151366115E-2,5.822362844E-3,4.702479839E-1,5.624246014E1,-2.874654279E0,2.287199670E0,5.607477373E1
1.186539341E0,8.818848262E-1,-3.116734512E-2,4.834204447E-3,4.704087377E-1,5.625885710E1,-2.892377369E0,2.169117874E0,5.609730333E1
1.191539341E0,8.817860927E-1,-3.100044653E-2,4.003161564E-3,4.706126153E-1,5.628284999E1,-2.919744665E0,2.076754452E0,5.612509057E1
1.196539341E0,8.816345289E-1,-3.096318990E-2,3.276390722E-3,4.709045589E-1,5.631966274E1,-2.954457841E0,2.002240270E0,5.616409295E1
1.201539341E0,8.814104661E-1,-3.098197281E-2,2.647582209E-3,4.713265300E-1,5.637404406E1,-2.989321985E0,1.941120585E0,5.621985323E1
1.206539341E0,8.811084445E-1,-3.097346425E-2,2.094051102E-3,4.718942344E-1,5.644727032E1,-3.017109010E0,1.886665277E0,5.629453943E1
1.211539341E0,8.807332199E-1,-3.086476400E-2,1.569276210E-3,4.726033211E-1,5.653812367E1,-3.032990298E0,1.830212800E0,5.638774600E1
1.216539341E0,8.803001410E-1,-3.063700534E-2,1.048206585E-3,4.734257460E-1,5.664281907E1,-3.036507277E0,1.768094158E0,5.649589447E1
1.221539341E0,8.798306025E-1,-3.029832058E-2,5.458929227E-4,4.743203819E-1,5.675612829E1,-3.027785198E0,1.702095914E0,5.661360052E1
1.226539341E0,8.793526939E-1,-2.984816581E-2,6.000702342E-5,4.752345979E-1,5.687124479E1,-3.007023282E0,1.631734893E0,5.673401146E1
1.231539341E0,8.788804261E-1,-2.929914743E-2,-3.608389234E-4,4.761413932E-1,5.698479316E1,-2.972910560E0,1.562466511E0,5.685349112E1
1.236539341E0,8.784246119E-1,-2.865414321E-2,-6.631158758E-4,4.770206511E-1,5.709418932E1,-2.922843302E0,1.499730227E0,5.696929259E1
1.241539341E0,8.779879748E-1,-2.788411267E-2,-7.978311041E-4,4.778691828E-1,5.719880322E1,-2.851195135E0,1.446811684E0,5.708091655E1
1.246539341E0,8.775728178E-1,-2.695561014E-2,-7.327813073E-4,4.786844552E-1,5.729810849E1,-2.752803575E0,1.405051967E0,5.718800054E1
1.251539341E0,8.773056581E-1,-2.641319856E-2,-5.815921468E-4,4.792043269E-1,5.736192968E1,-2.689084343E0,1.392090362E0,5.725606844E1
1.256539341E0,8.771077146E-1,-2.573713101E-2,-2.344400418E-4,4.796035886E-1,5.740917411E1,-2.601361402E0,1.391047990E0,5.730820127E1
1.261539341E0,8.769951127E-1,-2.494395338E-2,2.597830608E-4,4.798513353E-1,5.743603364E1,-2.494018264E0,1.397836868E0,5.734046646E1
1.266539341E0,8.769713312E-1,-2.408010326E-2,9.739252273E-4,4.799380004E-1,5.744170489E1,-2.367734518E0,1.422348928E0,5.735152429E1
1.271539341E0,8.770361894E-1,-2.315797284E-2,1.957121538E-3,4.798618555E-1,5.742623672E1,-2.221066988E0,1.470267263E0,5.734119120E1
1.276539341E0,8.771744894E-1,-2.221719734E-2,3.180207917E-3,4.796469510E-1,5.739324052E1,-2.059594309E0,1.540984818E0,5.731277421E1
1.281539341E0,8.773611064E-1,-2.132719383E-2,4.565644078E-3,4.793347418E-1,5.734868912E1,-1.894529120E0,1.630695707E0,5.727185136E1
1.286539341E0,8.775742890E-1,-2.057763748E-2,6.008121185E-3,4.789611995E-1,5.729775686E1,-1.740650224E0,1.733858737E0,5.722318638E1
1.291539341E0,8.778026129E-1,-2.006031759E-2,7.350588683E-3,4.785458446E-1,5.724316115E1,-1.615803092E0,1.839756744E0,5.716925668E1
1.296539341E0,8.780403249E-1,-1.983522996E-2,8.431210183E-3,4.781011045E-1,5.718626989E1,-1.534885497E0,1.935382622E0,5.711147692E1
1.301539341E0,8.782851376E-1,-1.991762966E-2,9.094924666E-3,4.776356220E-1,5.712762504E1,-1.507896533E0,2.005911751E0,5.705072863E1
1.306539341E0,8.785361013E-1,-2.035355754E-2,9.226037189E-3,4.771529436E-1,5.706744942E1,-1.545760681E0,2.042129243E0,5.698723167E1
1.311539341E0,8.787962226E-1,-2.118412778E-2,8.764578030E-3,4.766462147E-1,5.700501662E1,-1.655859248E0,2.040116396E0,5.692002800E1
1.316539341E0,8.790763741E-1,-2.238874882E-2,7.702636998E-3,4.760925770E-1,5.693770616E1,-1.836528634E0,1.997772701E0,5.684639613E1
1.321539341E0,8.793828847E-1,-2.387520298E-2,6.070245989E-3,4.754775167E-1,5.686397889E1,-2.076770905E0,1.912910552E0,5.676501878E1
1.326539341E0,8.797083053E-1,-2.554075606E-2,3.993250430E-3,4.748105109E-1,5.678560705E1,-2.359241621E0,1.792494629E0,5.667778231E1
1.331539341E0,8.800379200E-1,-2.726322412E-2,1.650800928E-3,4.741173387E-1,5.670612394E1,-2.661727567E0,1.647908812E0,5.658853486E1
1.336539341E0,8.803600552E-1,-2.889919467E-2,-8.080704720E-4,4.734240770E-1,5.662834558E1,-2.961556549E0,1.486440067E0,5.650091232E1
1.341539341E0,8.806704255E-1,-3.030351363E-2,-3.232240444E-3,4.727481902E-1,5.655331503E1,-3.235824037E0,1.315557092E0,5.641708169E1
1.346539341E0,8.809608379E-1,-3.137188032E-2,-5.468267947E-3,4.721164107E-1,5.648302640E1,-3.465653684E0,1.145287076E0,5.634002518E1
1.351539341E0,8.812281121E-1,-3.203261644E-2,-7.385283243E-3,4.715467989E-1,5.641826692E1,-3.636739920E0,9.851645055E-1,5.627135961E1
1.356539341E0,8.814588695E-1,-3.227344528E-2,-8.876990527E-3,4.710731208E-1,5.636230037E1,-3.742123907E0,8.455388422E-1,5.621464609E1
1.361539341E0,8.816610762E-1,-3.208024800E-2,-9.920012206E-3,4.706869423E-1,5.631321636E1,-3.779194745E0,7.280959970E-1,5.616826855E1
1.366539341E0,8.818651052E-1,-3.148866072E-2,-1.055418700E-2,4.703307450E-1,5.626365018E1,-3.753804295E0,6.305775382E-1,5.612458176E1
1.371539341E0,8.821009307E-1,-3.060650267E-2,-1.082275156E-2,4.699404836E-1,5.620630943E1,-3.679264140E0,5.542279040E-1,5.607524076E1
1.376539341E0,8.823858289E-1,-2.954449691E-2,-1.080862153E-2,4.694736898E-1,5.613696496E1,-3.571286570E0,4.965302377E-1,5.601497212E1
1.381539341E0,8.827129928E-1,-2.841716819E-2,-1.059127878E-2,4.689328969E-1,5.605723578E1,-3.445753959E0,4.556994076E-1,5.594439327E1
1.386539341E0,8.830535055E-1,-2.732343040E-2,-1.024364959E-2,4.683641791E-1,5.597414270E1,-3.316598786E0,4.299086339E-1,5.586976246E1
1.391539341E0,8.833710268E-1,-2.632774971E-2,-9.849358350E-3,4.678305984E-1,5.589655777E1,-3.194832913E0,4.143998192E-1,5.579955895E1
1.396539341E0,8.836404542E-1,-2.548168600E-2,-9.480722249E-3,4.673760235E-1,5.583064666E1,-3.089554267E0,4.047383874E-1,5.573969521E1
1.401539341E0,8.838513388E-1,-2.479985729E-2,-9.200522676E-3,4.670194089E-1,5.577900712E1,-3.005606154E0,3.953578138E-1,5.569279949E1
1.406539341E0,8.840050792E-1,-2.427341789E-2,-9.039995261E-3,4.667591453E-1,5.574133283E1,-2.943765270E0,3.825596646E-1,5.565873048E1
1.411539341E0,8.841153105E-1,-2.385619655E-2,-9.004459716E-3,4.665725231E-1,5.571430607E1,-2.899644347E0,3.632193004E-1,5.563455034E1
1.416539341E0,8.842006841E-1,-2.348551154E-2,-9.076327085E-3,4.664281309E-1,5.569336569E1,-2.865959728E0,3.356415853E-1,5.561614151E1
1.421539341E0,8.842723120E-1,-2.311417274E-2,-9.224546142E-3,4.663079679E-1,5.567579125E1,-2.836272843E0,3.003816250E-1,5.560108783E1
1.426539341E0,8.843312934E-1,-2.270284668E-2,-9.447226301E-3,4.662118554E-1,5.566131590E1,-2.806494253E0,2.555237996E-1,5.558936613E1
1.431539341E0,8.843566323E-1,-2.224171162E-2,-9.722677059E-3,4.661803544E-1,5.565509612E1,-2.774460907E0,2.028658786E-1,5.558616416E1
1.436539341E0,8.843287002E-1,-2.182499506E-2,-9.920224547E-3,4.662488699E-1,5.566195240E1,-2.742748676E0,1.607882112E-1,5.559566806E1
1.441539341E0,8.842720825E-1,-2.142552100E-2,-1.017106883E-2,4.663693607E-1,5.567584758E1,-2.715634774E0,1.143870105E-1,5.561204975E1
1.446539341E0,8.842043706E-1,-2.104376629E-2,-1.052213926E-2,4.665073156E-1,5.569246131E1,-2.695690260E0,5.882551869E-2,5.563098443E1
1.451539341E0,8.841309308E-1,-2.070167102E-2,-1.098534930E-2,4.666511118E-1,5.571047528E1,-2.685785022E0,-5.962119496E-3,5.565101419E1
1.456539341E0,8.840394485E-1,-2.045794204E-2,-1.162164845E-2,4.668197334E-1,5.573290739E1,-2.695140735E0,-8.294422224E-2,5.567481339E1
1.461539341E0,8.839361488E-1,-2.036627568E-2,-1.233926602E-2,4.670009017E-1,5.575822721E1,-2.724298045E0,-1.599762321E-1,5.570055844E1
1.466539341E0,8.838380343E-1,-2.044616267E-2,-1.309866924E-2,4.671624005E-1,5.578226631E1,-2.773109726E0,-2.320970871E-1,5.572399381E1
1.471539341E0,8.837560868E-1,-2.069892734E-2,-1.390701625E-2,4.672829211E-1,5.580233701E1,-2.842079650E0,-3.000198380E-1,5.574242186E1
1.476539341E0,8.837042516E-1,-2.118065767E-2,-1.468527690E-2,4.673355520E-1,5.581502915E1,-2.932632583E0,-3.528258913E-1,5.575212162E1
1.481539341E0,8.836964553E-1,-2.188245766E-2,-1.547552459E-2,4.672924578E-1,5.581693789E1,-3.046095648E0,-3.953622134E-1,5.574965305E1
1.486539341E0,8.837328684E-1,-2.279285900E-2,-1.628957875E-2,4.671523869E-1,5.580802251E1,-3.181928562E0,-4.294814586E-1,5.573492357E1
1.491539341E0,8.837973620E-1,-2.388603985E-2,-1.715611294E-2,4.669446945E-1,5.579222865E1,-3.339060773E0,-4.594102494E-1,5.571187999E1
1.496539341E0,8.838727331E-1,-2.514624409E-2,-1.805314049E-2,4.667019844E-1,5.577376583E1,-3.514734100E0,-4.836825758E-1,5.568468994E1
1.501539341E0,8.839518827E-1,-2.655136026E-2,-1.894498244E-2,4.664388299E-1,5.575437136E1,-3.704808627E0,-4.998395349E-1,5.565509797E1
1.506539341E0,8.840270927E-1,-2.807714045E-2,-1.981898956E-2,4.661705494E-1,5.573593646E1,-3.906164974E0,-5.078521155E-1,5.562502040E1
1.511539341E0,8.840812124E-1,-2.973889560E-2,-2.067622915E-2,4.659275711E-1,5.572266760E1,-4.120439303E0,-5.068788066E-1,5.559839663E1
1.516539341E0,8.840875217E-1,-3.152648360E-2,-2.153272182E-2,4.657592475E-1,5.572112052E1,-4.347496801E0,-4.988301638E-1,5.558168332E1
1.521539341E0,8.840196981E-1,-3.340898827E-2,-2.240979858E-2,4.657153785E-1,5.573774922E1,-4.585374071E0,-4.872060660E-1,5.558142931E1
1.526539341E0,8.838660746E-1,-3.534381092E-2,-2.330086753E-2,4.658204019E-1,5.577539711E1,-4.829408264E0,-4.733806075E-1,5.560075520E1
1.531539341E0,8.836210947E-1,-3.731437773E-2,-2.419112995E-2,4.660860300E-1,5.583538501E1,-5.077126218E0,-4.565470626E-1,5.564109019E1
1.536539341E0,8.832830157E-1,-3.931244090E-2,-2.504728921E-2,4.665171802E-1,5.591807280E1,-5.325898652E0,-4.336089808E-1,5.570285781E1
1.541539341E0,8.828514622E-1,-4.134109244E-2,-2.583106048E-2,4.671155810E-1,5.602345965E1,-5.573963794E0,-4.003771249E-1,5.578601012E1
1.546539341E0,8.823311611E-1,-4.339110851E-2,-2.652575821E-2,4.678731859E-1,5.615027725E1,-5.819448202E0,-3.555760924E-1,5.588934802E1
1.551539341E0,8.817348607E-1,-4.542539641E-2,-2.714638039E-2,4.687677920E-1,5.629529601E1,-6.059344061E0,-3.027462527E-1,5.601005072E1
1.556539341E0,8.810781921E-1,-4.741460085E-2,-2.772198990E-2,4.697707593E-1,5.645460033E1,-6.292195387E0,-2.465155880E-1,5.614458884E1
1.561539341E0,8.803865019E-1,-4.931986332E-2,-2.829102613E-2,4.708362520E-1,5.662195578E1,-6.516112056E0,-1.931396185E-1,5.628729899E1
1.566539341E0,8.796841647E-1,-5.112784356E-2,-2.888689376E-2,4.719187021E-1,5.679142432E1,-6.731550886E0,-1.470391725E-1,5.643254181E1
1.571539341E0,8.789994626E-1,-5.281774327E-2,-2.955918759E-2,4.729656279E-1,5.695619252E1,-6.939125727E0,-1.147672927E-1,5.657392323E1
1.576539341E0,8.783578607E-1,-5.438674241E-2,-3.034715541E-2,4.739288986E-1,5.711019360E1,-7.140739175E0,-1.008650978E-1,5.670555721E1
1.581539341E0,8.777749882E-1,-5.584505573E-2,-3.128745407E-2,4.747773111E-1,5.724976917E1,-7.339486585E0,-1.087909112E-1,5.682375944E1
1.586539341E0,8.772608183E-1,-5.720648170E-2,-3.240310773E-2,4.754901826E-1,5.737263501E1,-7.538081384E0,-1.403583419E-1,5.692612807E1
1.591539341E0,8.768132653E-1,-5.850068852E-2,-3.367264569E-2,4.760696590E-1,5.747938644E1,-7.738391073E0,-1.918517903E-1,5.701286441E1
1.596539341E0,8.764211577E-1,-5.973670632E-2,-3.507509455E-2,4.765366912E-1,5.757276408E1,-7.940206845E0,-2.605617749E-1,5.708660971E1
1.601539341E0,8.760632552E-1,-6.091521680E-2,-3.657853231E-2,4.769324064E-1,5.765787528E1,-8.141870274E0,-3.429364414E-1,5.715251249E1
1.606539341E0,8.757151612E-1,-6.201064959E-2,-3.814804181E-2,4.773074090E-1,5.774054394E1,-8.338913675E0,-4.364463525E-1,5.721688741E1
1.611539341E0,8.753547962E-1,-6.299450994E-2,-3.973114491E-2,4.777102768E-1,5.782601303E1,-8.525615211E0,-5.369522174E-1,5.728555984E1
1.616539341E0,8.749696935E-1,-6.384327263E-2,-4.124264419E-2,4.781747758E-1,5.791722186E1,-8.694943426E0,-6.368925087E-1,5.736201537E1
1.621539341E0,8.745503607E-1,-6.454586983E-2,-4.256901145E-2,4.787310064E-1,5.801638888E1,-8.839538219E0,-7.252275278E-1,5.744886447E1
1.626539341E0,8.740941259E-1,-6.509438157E-2,-4.357306659E-2,4.793991745E-1,5.812410729E1,-8.951001464E0,-7.885029095E-1,5.754707721E1
1.631539341E0,8.736067914E-1,-6.548097730E-2,-4.416869953E-2,4.801796973E-1,5.823896752E1,-9.023704888E0,-8.186057788E-1,5.765556144E1
1.636539341E0,8.730988887E-1,-6.572275609E-2,-4.427430406E-2,4.810599089E-1,5.835845594E1,-9.054721955E0,-8.066667270E-1,5.777163336E1
1.641539341E0,8.725858943E-1,-6.584241986E-2,-4.383076727E-2,4.820140004E-1,5.847891616E1,-9.042887855E0,-7.459136927E-1,5.789126121E1
1.646539341E0,8.720814854E-1,-6.584329903E-2,-4.283414409E-2,4.830152988E-1,5.859714021E1,-8.988148931E0,-6.361730665E-1,5.801105889E1
1.651539341E0,8.715959396E-1,-6.570553035E-2,-4.131516442E-2,4.840416908E-1,5.871073811E1,-8.890080389E0,-4.819678745E-1,5.812876287E1
1.656539341E0,8.711436736E-1,-6.539732218E-2,-3.932645172E-2,4.850621819E-1,5.881637011E1,-8.748321641E0,-2.907454531E-1,5.824130282E1
1.661539341E0,8.707425269E-1,-6.489606947E-2,-3.691197187E-2,4.860385358E-1,5.890991823E1,-8.563007071E0,-6.862123172E-2,5.834464939E1
1.666539341E0,8.704048228E-1,-6.420166790E-2,-3.412492201E-2,4.869384766E-1,5.898856671E1,-8.337109134E0,1.787362696E-1,5.843568263E1
1.671539341E0,8.701391183E-1,-6.331781298E-2,-3.099313192E-2,4.877378345E-1,5.905038007E1,-8.072611252E0,4.485338772E-1,5.851210151E1
1.676539341E0,8.699436865E-1,-6.225520745E-2,-2.751603164E-2,4.884313047E-1,5.909580765E1,-7.770633354E0,7.414274140E-1,5.857385200E1
1.681539341E0,8.698113369E-1,-6.100954860E-2,-2.369046025E-2,4.890243709E-1,5.912655395E1,-7.430649127E0,1.057616989E0,5.862235550E1
1.686539341E0,8.697353236E-1,-5.954628438E-2,-1.955089532E-2,4.895226955E-1,5.914420610E1,-7.051211838E0,1.391868954E0,5.865942709E1
1.691539341E0,8.697186435E-1,-5.780976266E-2,-1.518223342E-2,4.899153113E-1,5.914807898E1,-6.631615609E0,1.732615287E0,5.868501309E1
1.696539341E0,8.697632034E-1,-5.574916303E-2,-1.068374701E-2,4.901936948E-1,5.913773229E1,-6.172450389E0,2.067171171E0,5.869926352E1
1.701539341E0,8.698714683E-1,-5.333378166E-2,-6.159146782E-3,4.903480411E-1,5.911258656E1,-5.676573858E0,2.383555816E0,5.870187249E1
1.706539341E0,8.700547881E-1,-5.052151531E-2,-1.724568428E-3,4.903562665E-1,5.906998630E1,-5.146434973E0,2.667861605E0,5.869063593E1
