"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.298799578E1,1.409570426E-1,-8.933897316E-2,-4.932733253E-2
2.299010244E1,1.043051630E-1,-8.323032409E-2,-4.932733253E-2
2.299220906E1,7.009673119E-2,-8.200860023E-2,-4.321868345E-2
2.299431567E1,3.588830680E-2,-7.712167501E-2,-3.833176568E-2
2.299642234E1,2.901607659E-3,-7.956513762E-2,-3.588830680E-2
2.299852895E1,-3.008509055E-2,-7.834340632E-2,-2.977965772E-2
2.300063557E1,-6.429351866E-2,-7.712167501E-2,-2.733619884E-2
2.300274218E1,-9.483675659E-2,-7.223475724E-2,-1.878409274E-2
2.300484885E1,-1.204930767E-1,-7.101303339E-2,-1.511890348E-2
2.300695546E1,-1.437059343E-1,-6.856957078E-2,-9.010255337E-3
2.300906213E1,-1.608101577E-1,-5.879573524E-2,-5.345067009E-3
2.301116875E1,-1.742491722E-1,-5.390881747E-2,7.635809598E-4
2.301327536E1,-1.803578287E-1,-4.780016840E-2,4.428769462E-3
2.301538203E1,-1.791360974E-1,-3.924806044E-2,6.872228812E-3
2.301748864E1,-1.742491722E-1,-3.069595434E-2,1.053741761E-2
2.301959526E1,-1.656970680E-1,-2.214384824E-2,1.175914705E-2
2.302170192E1,-1.534797698E-1,-1.359174121E-2,9.315688163E-3
2.302380854E1,-1.339320987E-1,-7.483093534E-3,9.315688163E-3
2.302591520E1,-1.143844277E-1,2.290742937E-3,6.872228812E-3
2.302802182E1,-9.117157012E-2,8.399390616E-3,5.650499370E-3
2.303012843E1,-6.795870513E-2,1.450803876E-2,7.635809598E-4
2.303223510E1,-4.108065739E-2,2.306014486E-2,-9.010255337E-3
2.303434172E1,-1.298087649E-2,2.550360374E-2,-1.878409274E-2
2.303644833E1,1.511890348E-2,2.672533318E-2,-3.100138716E-2
2.303855500E1,4.199695215E-2,2.672533318E-2,-4.810560122E-2
2.304066161E1,7.009673119E-2,3.161225095E-2,-6.643154472E-2
2.304276822E1,1.006399691E-1,3.405570984E-2,-8.964440972E-2
2.304487484E1,1.324049383E-1,3.527744114E-2,-1.153007299E-1
2.304698145E1,1.629481763E-1,3.405570984E-2,-1.434005052E-1
2.304908812E1,1.922696829E-1,3.772090003E-2,-1.727220118E-1
2.305119474E1,2.203694731E-1,3.772090003E-2,-2.032652497E-1
2.305330135E1,2.509126961E-1,3.772090003E-2,-2.374736816E-1
2.305540802E1,2.802342176E-1,3.527744114E-2,-2.704603672E-1
2.305751463E1,3.046688139E-1,3.283398226E-2,-3.022253513E-1
2.305962130E1,3.327685893E-1,3.161225095E-2,-3.376555145E-1
2.306172791E1,3.559814394E-1,2.672533318E-2,-3.706422150E-1
2.306383453E1,3.779725730E-1,2.428187430E-2,-3.999637067E-1
2.306594119E1,3.950767815E-1,2.428187430E-2,-4.292852283E-1
2.306804781E1,4.121810198E-1,1.695149764E-2,-4.561632872E-1
2.307015442E1,4.243983030E-1,1.084284950E-2,-4.793761373E-1
2.307226109E1,4.341721535E-1,5.955931731E-3,-4.989238083E-1
2.307436770E1,4.415025115E-1,-5.039634649E-3,-5.172497630E-1
2.307647432E1,4.463894367E-1,-9.926552884E-3,-5.319104791E-1
2.307858093E1,4.451677203E-1,-1.847865991E-2,-5.441278219E-1
2.308068760E1,4.415025115E-1,-2.580903657E-2,-5.526798964E-1
2.308279422E1,4.378373325E-1,-3.558287397E-2,-5.587885380E-1
2.308490083E1,4.341721535E-1,-4.535670951E-2,-5.612320304E-1
2.308700750E1,4.280634820E-1,-4.902189970E-2,-5.624537468E-1
2.308911411E1,4.219548404E-1,-5.513054505E-2,-5.575668216E-1
2.309122078E1,4.121810198E-1,-5.879573524E-2,-5.526798964E-1
2.309332739E1,4.048506320E-1,-6.368265301E-2,-5.465712547E-1
2.309543401E1,3.950767815E-1,-6.979130208E-2,-5.392408967E-1
2.309754062E1,3.865246773E-1,-7.467821985E-2,-5.306887627E-1
2.309964729E1,3.755291104E-1,-7.834340632E-2,-5.209149122E-1
2.310175390E1,3.669770062E-1,-8.200860023E-2,-5.135845542E-1
2.310386052E1,3.572031856E-1,-8.567378670E-2,-5.038107038E-1
2.310596718E1,3.510945439E-1,-9.300415963E-2,-4.940368831E-1
2.310807380E1,3.388772309E-1,-9.911280870E-2,-4.879282415E-1
2.311018041E1,3.303251266E-1,-9.666935354E-2,-4.769326746E-1
2.311228708E1,3.193295598E-1,-9.666935354E-2,-4.671588540E-1
2.311439369E1,3.144426346E-1,-9.666935354E-2,-4.598284662E-1
2.311650036E1,3.022253513E-1,-9.789107740E-2,-4.500546157E-1
2.311860698E1,2.948949635E-1,-9.178243577E-2,-4.402807951E-1
2.312071359E1,2.838993967E-1,-8.933897316E-2,-4.305069447E-1
2.312282020E1,2.777907550E-1,-8.689551800E-2,-4.219548404E-1
2.312492687E1,2.741255760E-1,-8.323032409E-2,-4.134027362E-1
2.312703349E1,2.667951882E-1,-8.200860023E-2,-4.036289155E-1
2.312914010E1,2.631300092E-1,-7.956513762E-2,-3.962985277E-1
2.313124677E1,2.594648004E-1,-8.078686893E-2,-3.865246773E-1
2.313335338E1,2.582430840E-1,-8.200860023E-2,-3.804160357E-1
2.313546005E1,2.557996213E-1,-8.445205539E-2,-3.743073940E-1
2.313756666E1,2.557996213E-1,-8.445205539E-2,-3.706422150E-1
2.313967328E1,2.509126961E-1,-8.567378670E-2,-3.694204688E-1
2.314177994E1,2.472475171E-1,-9.056070447E-2,-3.669770062E-1
2.314388760E1,2.411388755E-1,-9.300415963E-2,-3.657552898E-1
2.314599317E1,2.374736816E-1,-9.666935354E-2,-3.681987524E-1
2.314809979E1,2.325867712E-1,-1.039997265E-1,-3.706422150E-1
2.315020645E1,2.276998460E-1,-1.113301069E-1,-3.767508566E-1
2.315231307E1,2.167042792E-1,-1.198822111E-1,-3.804160357E-1
2.315441968E1,2.081521749E-1,-1.284343153E-1,-3.889681399E-1
2.315652635E1,1.983783394E-1,-1.406516135E-1,-3.975202441E-1
2.315863297E1,1.873827726E-1,-1.528689116E-1,-4.109592736E-1
2.316073958E1,1.739437431E-1,-1.614210159E-1,-4.256200492E-1
2.316284625E1,1.605047137E-1,-1.724165827E-1,-4.427242577E-1
2.316495286E1,1.446222365E-1,-1.809686869E-1,-4.634936452E-1
2.316705948E1,1.262962967E-1,-1.846338809E-1,-4.842630625E-1
2.316916614E1,1.116355360E-1,-1.944077164E-1,-5.074759126E-1
2.317127276E1,9.697478265E-2,-2.041815519E-1,-5.343539715E-1
2.317337937E1,7.620538026E-2,-2.151771188E-1,-5.600103140E-1
2.317548604E1,5.910116807E-2,-2.249509543E-1,-5.856665969E-1
2.317759265E1,4.321868345E-2,-2.383899838E-1,-6.113229394E-1
2.317969927E1,2.977965772E-2,-2.506072819E-1,-6.369792223E-1
2.318180593E1,1.511890348E-2,-2.628245652E-1,-6.614138484E-1
2.318391255E1,5.345067009E-3,-2.774853408E-1,-6.858484149E-1
2.318601916E1,-7.635809598E-4,-2.860374451E-1,-7.078395486E-1
2.318812583E1,-5.650499370E-3,-2.921460867E-1,-7.286089659E-1
2.319023244E1,-9.315688163E-3,-2.994764447E-1,-7.481566668E-1
2.319233906E1,-6.872228812E-3,-3.019199073E-1,-7.628173828E-1
2.319444572E1,-6.872228812E-3,-3.092502952E-1,-7.786998749E-1
2.319655234E1,-7.635809598E-4,-3.116937578E-1,-7.945823669E-1
2.319865895E1,4.123337101E-3,-3.141372204E-1,-8.080213666E-1
2.320076562E1,9.010255337E-3,-3.141372204E-1,-8.177952170E-1
2.320287224E1,1.634063199E-2,-3.129154742E-1,-8.275690675E-1
2.320497890E1,2.367101051E-2,-3.104720116E-1,-8.312342763E-1
2.320708552E1,2.977965772E-2,-3.043633699E-1,-8.312342763E-1
2.320919213E1,3.955349326E-2,-2.970330119E-1,-8.251255751E-1
2.321129880E1,4.810560122E-2,-2.933678031E-1,-8.190169334E-1
2.321340541E1,5.787943676E-2,-2.835939825E-1,-8.067996502E-1
2.321551203E1,6.887500733E-2,-2.725984156E-1,-7.921388745E-1
2.321761869E1,8.109229803E-2,-2.664897740E-1,-7.762564421E-1
2.321972531E1,9.575305134E-2,-2.554942071E-1,-7.603739500E-1
2.322183192E1,1.043051630E-1,-2.469420880E-1,-7.408262491E-1
2.322393854E1,1.165224537E-1,-2.322813272E-1,-7.200568318E-1
2.322604520E1,1.287397593E-1,-2.200640440E-1,-6.992874742E-1
2.322815182E1,1.409570426E-1,-2.078467458E-1,-6.772963405E-1
2.323025843E1,1.495091617E-1,-1.931859851E-1,-6.540834904E-1
2.323236510E1,1.580612659E-1,-1.773035079E-1,-6.333140731E-1
2.323447172E1,1.666133702E-1,-1.577558219E-1,-6.125446558E-1
2.323657833E1,1.739437431E-1,-1.443168074E-1,-5.905535221E-1
2.323868500E1,1.763872057E-1,-1.235474050E-1,-5.710058808E-1
2.324079161E1,1.776089370E-1,-1.015562713E-1,-5.490147471E-1
2.324289822E1,1.776089370E-1,-7.956513762E-2,-5.306887627E-1
2.324500489E1,1.715002805E-1,-5.879573524E-2,-5.123628378E-1
2.324711151E1,1.653916389E-1,-3.680460155E-2,-4.964803457E-1
2.324921812E1,1.580612659E-1,-1.725693047E-2,-4.818195999E-1
2.325132479E1,1.495091617E-1,3.512472380E-3,-4.671588540E-1
2.325343140E1,1.409570426E-1,2.672533318E-2,-4.524980783E-1
2.325553802E1,1.336266696E-1,4.993819445E-2,-4.390590489E-1
2.325764468E1,1.238528341E-1,7.559451461E-2,-4.256200492E-1
2.325975130E1,1.140789986E-1,1.000291109E-1,-4.134027362E-1
2.326185791E1,1.067486182E-1,1.256854236E-1,-4.011854529E-1
2.326396458E1,9.819651395E-2,1.537852138E-1,-3.889681399E-1
2.326607119E1,9.086613357E-2,1.806632578E-1,-3.804160357E-1
2.326817781E1,8.720094711E-2,2.087630332E-1,-3.743073940E-1
2.327028448E1,7.742711157E-2,2.380845547E-1,-3.681987524E-1
2.327239109E1,6.765327603E-2,2.674060464E-1,-3.620901108E-1
2.327449776E1,6.032289565E-2,2.893971801E-1,-3.584249020E-1
2.327660437E1,5.054906011E-2,3.113883138E-1,-3.535379767E-1
2.327871098E1,4.077522457E-2,3.321577311E-1,-3.486510813E-1
2.328081760E1,3.588830680E-2,3.517054021E-1,-3.437641561E-1
2.328292427E1,2.611446939E-2,3.675878942E-1,-3.376555145E-1
2.328503088E1,1.756236330E-2,3.822486401E-1,-3.303251266E-1
2.328713755E1,1.267544460E-2,3.969093859E-1,-3.217730224E-1
2.328924416E1,6.566796452E-3,4.115701318E-1,-3.132209182E-1
2.329135078E1,-7.635809598E-4,4.201222658E-1,-3.010036349E-1
2.329345739E1,-5.650499370E-3,4.311178327E-1,-2.875646055E-1
2.329556406E1,-8.093958721E-3,4.347830117E-1,-2.753472924E-1
2.329767067E1,-1.175914705E-2,4.372264743E-1,-2.594648004E-1
2.329977729E1,-9.315688163E-3,4.360047281E-1,-2.448040545E-1
2.330188395E1,-5.650499370E-3,4.360047281E-1,-2.276998460E-1
2.330399057E1,-4.428769462E-3,4.347830117E-1,-2.105956376E-1
2.330609718E1,1.679878100E-3,4.347830117E-1,-1.922696829E-1
2.330820385E1,7.788525894E-3,4.347830117E-1,-1.739437431E-1
2.331031046E1,1.389717404E-2,4.298960865E-1,-1.519526094E-1
2.331241708E1,2.611446939E-2,4.274526238E-1,-1.336266696E-1
2.331452375E1,3.222311661E-2,4.225656986E-1,-1.104138121E-1
2.331663036E1,3.955349326E-2,4.164570570E-1,-9.086613357E-2
2.331873698E1,5.054906011E-2,4.115701318E-1,-7.009673119E-2
2.332084364E1,6.154462695E-2,4.042397738E-1,-4.810560122E-2
2.332295026E1,6.887500733E-2,3.956876695E-1,-2.977965772E-2
2.332505692E1,7.620538026E-2,3.932442069E-1,-7.788525894E-3
2.332716354E1,8.231402934E-2,3.920224607E-1,1.420260593E-2
2.332927015E1,8.597921580E-2,3.920224607E-1,3.619373962E-2
2.333137677E1,8.842267841E-2,3.969093859E-1,5.818486959E-2
2.333348343E1,9.086613357E-2,4.005745649E-1,8.261945844E-2
2.333559005E1,9.208786488E-2,4.017963111E-1,1.070540547E-1
2.333769672E1,9.330959618E-2,4.054614902E-1,1.290451884E-1
2.333980333E1,8.842267841E-2,4.017963111E-1,1.498145908E-1
2.334190994E1,8.597921580E-2,4.005745649E-1,1.681405306E-1
2.334401656E1,8.475748450E-2,3.981311321E-1,1.840230078E-1
2.334612323E1,7.864884287E-2,3.956876695E-1,1.986837685E-1
2.334822984E1,7.009673119E-2,3.956876695E-1,2.072358727E-1
2.335033645E1,6.032289565E-2,3.908007443E-1,2.133445293E-1
2.335244312E1,4.566214234E-2,3.834703565E-1,2.157879770E-1
2.335454974E1,2.977965772E-2,3.736965358E-1,2.145662606E-1
2.335665640E1,7.788525894E-3,3.602575064E-1,2.072358727E-1
2.335876302E1,-1.420260593E-2,3.394880891E-1,1.986837685E-1
2.336086963E1,-3.863719851E-2,3.113883138E-1,1.864664704E-1
2.336297630E1,-6.429351866E-2,2.771798968E-1,1.730274558E-1
2.336508291E1,-9.117157012E-2,2.417497337E-1,1.571449637E-1
2.336718953E1,-1.204930767E-1,2.026543915E-1,1.363755614E-1
2.336929619E1,-1.485928595E-1,1.635590494E-1,1.143844277E-1
2.337140281E1,-1.779143661E-1,1.159115955E-1,8.872810751E-2
2.337350942E1,-2.096793354E-1,6.582067907E-2,5.818486959E-2
2.337561604E1,-2.414443046E-1,1.084284950E-2,2.397644334E-2
2.337772270E1,-2.707658112E-1,-4.657844082E-2,-1.389717404E-2
2.337982932E1,-3.037525117E-1,-1.076649204E-1,-5.543597788E-2
2.338193593E1,-3.367392123E-1,-1.711948514E-1,-1.018617004E-1
2.338404260E1,-3.660607338E-1,-2.347247899E-1,-1.531743407E-1
2.338614922E1,-3.953822255E-1,-2.970330119E-1,-2.044869810E-1
2.338825588E1,-4.222602844E-1,-3.593412042E-1,-2.545779049E-1
2.339036250E1,-4.430296719E-1,-4.192059636E-1,-3.034470677E-1
2.339246911E1,-4.625773430E-1,-4.827359021E-1,-3.510945439E-1
2.339457573E1,-4.747946560E-1,-5.377137065E-1,-3.926333487E-1
2.339668239E1,-4.796815813E-1,-5.829176903E-1,-4.292852283E-1
2.339878901E1,-4.772381186E-1,-6.281217337E-1,-4.622719288E-1
2.340089567E1,-4.686860144E-1,-6.623301506E-1,-4.867065251E-1
2.340300229E1,-4.454731345E-1,-6.806560755E-1,-5.025889874E-1
2.340510890E1,-4.149298966E-1,-6.928733587E-1,-5.099193454E-1
2.340721552E1,-3.721693754E-1,-6.830995679E-1,-5.074759126E-1
2.340932218E1,-3.171915412E-1,-6.635518670E-1,-4.964803457E-1
2.341142880E1,-2.536616027E-1,-6.330085993E-1,-4.781544209E-1
2.341353541E1,-1.815795600E-1,-5.926915407E-1,-4.512763619E-1
2.341564208E1,-9.850194305E-2,-5.389354229E-1,-4.182896614E-1
2.341774869E1,-9.315688163E-3,-4.766272306E-1,-3.791943192E-1
2.341985531E1,8.475748450E-2,-4.082103968E-1,-3.315468729E-1
2.342196198E1,1.788306683E-1,-3.287979662E-1,-2.802342176E-1
2.342406859E1,2.765690386E-1,-2.469420880E-1,-2.289215773E-1
2.342617520E1,3.706422150E-1,-1.601992846E-1,-1.763872057E-1
2.342828187E1,4.573850036E-1,-7.345648855E-2,-1.214093715E-1
2.343038848E1,5.380191803E-1,2.061668597E-2,-7.009673119E-2
2.343249515E1,6.052142978E-1,1.049160287E-1,-1.878409274E-2
2.343460177E1,6.638572812E-1,1.831067204E-1,2.886336111E-2
2.343670838E1,7.041743994E-1,2.588539422E-1,7.406735420E-2
2.343881505E1,7.286089659E-1,3.284925222E-1,1.131627038E-1
2.344092166E1,7.420479655E-1,3.859138191E-1,1.473711282E-1
2.344302828E1,7.444914579E-1,4.421133697E-1,1.754709035E-1
2.344513489E1,7.359393239E-1,4.909825623E-1,1.999054998E-1
2.344724156E1,7.237220407E-1,5.374082923E-1,2.170097083E-1
2.344934817E1,7.041743994E-1,5.813905597E-1,2.316704690E-1
2.345145484E1,6.809614897E-1,6.217076182E-1,2.402225733E-1
2.345356145E1,6.577486396E-1,6.608029604E-1,2.451094985E-1
2.345566807E1,6.259836555E-1,6.937896609E-1,2.438877672E-1
2.345777474E1,5.942187309E-1,7.218894362E-1,2.377791107E-1
2.345988135E1,5.563451052E-1,7.451022863E-1,2.292270064E-1
2.346198797E1,5.196931958E-1,7.597630620E-1,2.157879770E-1
2.346409463E1,4.781544209E-1,7.646499872E-1,1.986837685E-1
2.346620125E1,4.305069447E-1,7.609847784E-1,1.779143661E-1
2.346830786E1,3.828594983E-1,7.426588535E-1,1.547015011E-1
2.347041448E1,3.339903057E-1,7.231112123E-1,1.302669197E-1
2.347252114E1,2.875646055E-1,6.950113773E-1,1.046105921E-1
2.347462776E1,2.386954129E-1,6.620246768E-1,8.017600328E-2
2.347673437E1,1.959348768E-1,6.253728271E-1,5.329795182E-2
2.347884104E1,1.543960720E-1,5.813905597E-1,2.764163166E-2
2.348094765E1,1.165224537E-1,5.325213671E-1,1.985310577E-3
2.348305427E1,8.109229803E-2,4.824304581E-1,-2.367101051E-2
2.348516093E1,4.444041103E-2,4.347830117E-1,-5.054906011E-2
2.348726755E1,1.267544460E-2,3.859138191E-1,-7.620538026E-2
2.348937422E1,-1.786779426E-2,3.370446563E-1,-1.018617004E-1
2.349148083E1,-4.596757516E-2,2.881754637E-1,-1.275180280E-1
2.349358744E1,-7.528908551E-2,2.319758981E-1,-1.519526094E-1
2.349569411E1,-1.033888608E-1,1.818849891E-1,-1.739437431E-1
2.349780072E1,-1.253799945E-1,1.342375278E-1,-1.947131455E-1
2.349990739E1,-1.461493969E-1,8.536835015E-2,-2.130390853E-1
2.350201401E1,-1.644753367E-1,3.772090003E-2,-2.289215773E-1
2.350412062E1,-1.815795600E-1,-3.817904973E-3,-2.399171442E-1
2.350622724E1,-1.937968582E-1,-3.802633286E-2,-2.496909797E-1
2.350833390E1,-2.035706937E-1,-7.345648855E-2,-2.582430840E-1
2.351044052E1,-2.145662606E-1,-1.088866442E-1,-2.643517256E-1
2.351254713E1,-2.182314396E-1,-1.394298822E-1,-2.692386508E-1
2.351465375E1,-2.243400961E-1,-1.650862098E-1,-2.716821134E-1
2.351676041E1,-2.243400961E-1,-1.821904182E-1,-2.753472924E-1
2.351886703E1,-2.231183648E-1,-2.017380893E-1,-2.753472924E-1
2.352097364E1,-2.218966335E-1,-2.115119249E-1,-2.716821134E-1
2.352308031E1,-2.182314396E-1,-2.212857604E-1,-2.716821134E-1
2.352518692E1,-2.121227980E-1,-2.212857604E-1,-2.692386508E-1
2.352729354E1,-2.060141414E-1,-2.188423127E-1,-2.655734718E-1
2.352940020E1,-1.974620372E-1,-2.163988501E-1,-2.606865466E-1
2.353150682E1,-1.901316643E-1,-2.041815519E-1,-2.533561587E-1
2.353361343E1,-1.803578287E-1,-1.919642538E-1,-2.472475171E-1
2.353572010E1,-1.754709035E-1,-1.809686869E-1,-2.386954129E-1
2.353782672E1,-1.656970680E-1,-1.638644785E-1,-2.301433086E-1
2.353993333E1,-1.571449637E-1,-1.504254490E-1,-2.215912044E-1
2.354204000E1,-1.498145908E-1,-1.308777779E-1,-2.142608166E-1
2.354414661E1,-1.424842030E-1,-1.149952933E-1,-2.032652497E-1
2.354625328E1,-1.363755614E-1,-9.789107740E-2,-1.959348768E-1
2.354835989E1,-1.314886510E-1,-8.567378670E-2,-1.886045039E-1
2.355046651E1,-1.290451884E-1,-7.223475724E-2,-1.788306683E-1
2.355257317E1,-1.241582632E-1,-6.001746282E-2,-1.727220118E-1
2.355467979E1,-1.217148080E-1,-5.146535859E-2,-1.678351015E-1
2.355678640E1,-1.192713454E-1,-4.046979174E-2,-1.617264450E-1
2.355889307E1,-1.192713454E-1,-3.558287397E-2,-1.568395346E-1
2.356099968E1,-1.180496216E-1,-2.947422490E-2,-1.519526094E-1
2.356310630E1,-1.192713454E-1,-2.580903657E-2,-1.495091617E-1
2.356521291E1,-1.204930767E-1,-2.214384824E-2,-1.458439678E-1
2.356731958E1,-1.241582632E-1,-2.214384824E-2,-1.434005052E-1
2.356942619E1,-1.278234571E-1,-2.825249545E-2,-1.397353113E-1
2.357153281E1,-1.302669197E-1,-3.558287397E-2,-1.372918636E-1
2.357363948E1,-1.351538301E-1,-4.657844082E-2,-1.348484010E-1
2.357574609E1,-1.351538301E-1,-5.635227636E-2,-1.311832070E-1
2.357785270E1,-1.375972927E-1,-6.734783947E-2,-1.250745654E-1
2.357995937E1,-1.375972927E-1,-7.956513762E-2,-1.226311028E-1
2.358206598E1,-1.351538301E-1,-9.422589093E-2,-1.165224537E-1
2.358417260E1,-1.339320987E-1,-1.088866442E-1,-1.104138121E-1
2.358627927E1,-1.290451884E-1,-1.211039424E-1,-1.055268943E-1
2.358838588E1,-1.241582632E-1,-1.308777779E-1,-9.819651395E-2
2.359049250E1,-1.131627038E-1,-1.406516135E-1,-9.330959618E-2
2.359259916E1,-1.009454057E-1,-1.479819864E-1,-8.842267841E-2
2.359470578E1,-8.628465235E-2,-1.553123742E-1,-8.231402934E-2
2.359681239E1,-7.284562290E-2,-1.626427472E-1,-7.620538026E-2
2.359891901E1,-5.451968312E-2,-1.687513888E-1,-6.765327603E-2
2.360102567E1,-3.375028074E-2,-1.724165827E-1,-6.276635826E-2
2.360313234E1,-1.298087649E-2,-1.773035079E-1,-5.665770918E-2
2.360523895E1,9.010255337E-3,-1.760817766E-1,-5.177079141E-2
2.360734557E1,3.344484791E-2,-1.773035079E-1,-5.054906011E-2
2.360945224E1,5.665770918E-2,-1.760817766E-1,-4.688387364E-2
2.361155885E1,8.353576064E-2,-1.773035079E-1,-4.321868345E-2
2.361366546E1,1.091920808E-1,-1.760817766E-1,-3.955349326E-2
2.361577213E1,1.311832070E-1,-1.724165827E-1,-3.955349326E-2
2.361787875E1,1.568395346E-1,-1.675296724E-1,-3.833176568E-2
2.361998536E1,1.837175786E-1,-1.675296724E-1,-3.711003438E-2
2.362209198E1,2.093739063E-1,-1.650862098E-1,-3.588830680E-2
2.362419864E1,2.325867712E-1,-1.626427472E-1,-3.344484791E-2
2.362630526E1,2.570213675E-1,-1.553123742E-1,-2.977965772E-2
2.362841187E1,2.753472924E-1,-1.504254490E-1,-2.611446939E-2
2.363051854E1,2.912297845E-1,-1.479819864E-1,-2.244928107E-2
2.363262515E1,3.058905303E-1,-1.479819864E-1,-1.878409274E-2
2.363473177E1,3.181078434E-1,-1.443168074E-1,-1.511890348E-2
2.363683843E1,3.266599476E-1,-1.479819864E-1,-7.788525894E-3
2.363894505E1,3.327685893E-1,-1.504254490E-1,-4.581485991E-4
2.364105166E1,3.388772309E-1,-1.540906429E-1,8.093958721E-3
2.364315833E1,3.388772309E-1,-1.565341055E-1,1.542433538E-2
2.364526494E1,3.388772309E-1,-1.601992846E-1,2.764163166E-2
2.364737156E1,3.376555145E-1,-1.650862098E-1,4.108065739E-2
2.364947823E1,3.352120519E-1,-1.675296724E-1,5.696314201E-2
2.365158484E1,3.315468729E-1,-1.699731201E-1,7.284562290E-2
2.365369145E1,3.266599476E-1,-1.736383140E-1,8.994983882E-2
2.365579812E1,3.217730224E-1,-1.773035079E-1,1.094975099E-1
2.365790474E1,3.181078434E-1,-1.748600453E-1,1.302669197E-1
2.366001135E1,3.132209182E-1,-1.736383140E-1,1.510363221E-1
2.366211802E1,3.071122766E-1,-1.724165827E-1,1.742491722E-1
2.366422463E1,2.997818887E-1,-1.650862098E-1,1.950185746E-1
2.366633125E1,2.936732471E-1,-1.553123742E-1,2.145662606E-1
2.366843791E1,2.912297845E-1,-1.455385387E-1,2.304487377E-1
2.367054453E1,2.851211429E-1,-1.320995092E-1,2.451094985E-1
2.367265114E1,2.814559340E-1,-1.174387559E-1,2.585485280E-1
2.367475781E1,2.777907550E-1,-9.911280870E-2,2.671006322E-1
2.367686442E1,2.716821134E-1,-8.323032409E-2,2.732092738E-1
2.367897104E1,2.667951882E-1,-6.734783947E-2,2.744309902E-1
2.368107770E1,2.643517256E-1,-4.780016840E-2,2.707658112E-1
2.368318432E1,2.582430840E-1,-3.558287397E-2,2.646571696E-1
2.368529093E1,2.557996213E-1,-1.970038936E-2,2.548833191E-1
2.368739760E1,2.545779049E-1,-1.527161949E-4,2.414443046E-1
2.368950422E1,2.570213675E-1,1.206457894E-2,2.255618125E-1
2.369161083E1,2.570213675E-1,2.550360374E-2,2.072358727E-1
2.369371750E1,2.606865466E-1,4.016435891E-2,1.864664704E-1
2.369582411E1,2.655734718E-1,5.971203372E-2,1.620318890E-1
2.369793073E1,2.704603672E-1,7.192932814E-2,1.351538301E-1
2.370003739E1,2.729038298E-1,8.903354406E-2,1.094975099E-1
2.370214401E1,2.765690386E-1,1.024725661E-1,8.139773458E-2
2.370425062E1,2.814559340E-1,1.159115955E-1,5.329795182E-2
2.370635729E1,2.814559340E-1,1.281288862E-1,2.641990222E-2
2.370846390E1,2.851211429E-1,1.391244531E-1,-4.581485991E-4
2.371057052E1,2.875646055E-1,1.488982886E-1,-2.855792828E-2
2.371267718E1,2.924515009E-1,1.550069451E-1,-5.299251899E-2
2.371478380E1,2.936732471E-1,1.611155868E-1,-7.498364896E-2
2.371689041E1,2.973384261E-1,1.635590494E-1,-9.697478265E-2
2.371899708E1,2.997818887E-1,1.623373181E-1,-1.140789986E-1
2.372110369E1,3.046688139E-1,1.611155868E-1,-1.311832070E-1
2.372321031E1,3.058905303E-1,1.574503928E-1,-1.470656991E-1
2.372531692E1,3.119991720E-1,1.513417512E-1,-1.605047137E-1
2.372742359E1,3.168860972E-1,1.391244531E-1,-1.702785641E-1
2.372953020E1,3.242164850E-1,1.293506175E-1,-1.776089370E-1
2.373163687E1,3.352120519E-1,1.220202371E-1,-1.812741160E-1
2.373374348E1,3.474293351E-1,1.110246703E-1,-1.812741160E-1
2.373585010E1,3.620901108E-1,1.000291109E-1,-1.800523996E-1
2.373795672E1,3.779725730E-1,9.147699922E-2,-1.727220118E-1
2.374006338E1,3.975202441E-1,8.292489499E-2,-1.629481763E-1
2.374217000E1,4.182896614E-1,7.681624591E-2,-1.519526094E-1
2.374427661E1,4.439459741E-1,6.582067907E-2,-1.372918636E-1
2.374638328E1,4.683805704E-1,4.993819445E-2,-1.226311028E-1
2.374848989E1,4.903717041E-1,3.649916872E-2,-1.043051630E-1
2.375059656E1,5.160280466E-1,2.183841541E-2,-8.597921580E-2
2.375270317E1,5.355756879E-1,5.955931731E-3,-6.765327603E-2
2.375480979E1,5.539016128E-1,-1.114828233E-2,-4.688387364E-2
2.375691640E1,5.673406720E-1,-3.191768378E-2,-2.611446939E-2
2.375902307E1,5.807796717E-1,-5.390881747E-2,-5.345067009E-3
2.376112968E1,5.893318057E-1,-7.956513762E-2,1.542433538E-2
2.376323635E1,5.954404473E-1,-1.088866442E-1,3.741546720E-2
2.376534297E1,5.991056561E-1,-1.382081509E-1,5.696314201E-2
2.376744958E1,5.954404473E-1,-1.736383140E-1,7.651081681E-2
2.376955625E1,5.905535221E-1,-2.078467458E-1,9.361502528E-2
2.377166286E1,5.771145225E-1,-2.469420880E-1,1.107192412E-1
2.377376948E1,5.624537468E-1,-2.860374451E-1,1.241582632E-1
2.377587614E1,5.453495383E-1,-3.275762498E-1,1.339320987E-1
2.377798276E1,5.221366882E-1,-3.666715920E-1,1.412624866E-1
2.378008942E1,4.977020919E-1,-4.045451880E-1,1.449276656E-1
2.378219604E1,4.683805704E-1,-4.436405599E-1,1.449276656E-1
2.378430265E1,4.378373325E-1,-4.766272306E-1,1.412624866E-1
2.378640927E1,4.048506320E-1,-5.108356476E-1,1.363755614E-1
